signal_date,scan_time,rank,code,name,scan_price,scan_change_pct,scan_volume_ratio,scan_turnover_rate,scan_amplitude,scan_vol_vs_ma5,scan_ma5_dev,rule_score,rule_score_pct,adaptive_score,final_score,status,settle_time,same_day_close,same_day_return_pct,hit_limit_up,next_exit_price,next_return_pct,success,data_source,market_captured_at,enrich_score,enrich_notes
2026-04-30,2026-04-30 12:52:29,17,002963,豪尔赛,17.41,3.75,0.0,0.0,0.0,1.67,4.11,61,58,101.81818181818184,71.20454545454545,settled,2026-05-10 02:49:53,,,0.0,17.76,2.010338885697882,1.0,新浪,2026-04-29 23:46:02,0.0,
2026-04-30,2026-04-30 12:52:29,18,000589,贵州轮胎,5.1,7.82,0.0,0.0,0.0,3.4,3.55,60,57,99.54545454545456,69.88636363636364,settled,2026-05-10 02:49:53,,,0.0,5.03,-1.3725490196078272,0.0,新浪,2026-04-29 23:46:02,0.0,
2026-04-30,2026-04-30 12:52:29,19,002248,华东数控,12.92,3.61,0.0,0.0,0.0,2.7,3.32,60,57,98.4090909090909,69.60227272727272,settled,2026-05-10 02:49:53,,,0.0,13.56,4.953560371517041,1.0,新浪,2026-04-29 23:46:02,0.0,
2026-04-30,2026-04-30 12:52:29,20,600884,杉杉股份,16.9,7.23,0.0,0.0,0.0,1.53,4.9,58,55,102.95454545454544,69.23863636363636,settled,2026-05-10 02:49:53,,,0.0,16.69,-1.24260355029584,0.0,新浪,2026-04-29 23:46:02,0.0,
2026-04-30,2026-04-30 20:21:34,1,605151,西上海,21.76,3.97,0.0,0.0,0.0,4.08,3.52,68,64,102.48,93.62,settled,2026-05-10 02:49:53,,,0.0,22.82,4.871323529411753,1.0,新浪,2026-04-30 20:18:22,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,2,000782,恒申新材,7.38,3.94,0.0,0.0,0.0,3.14,7.35,65,61,104.16,91.79,settled,2026-05-10 02:49:53,,,0.0,8.23,11.517615176151777,1.0,新浪,2026-04-30 20:18:22,17.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘占优72%、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,3,601333,广深铁路,3.22,5.23,0.0,0.0,0.0,4.24,5.02,65,61,102.06,91.265,settled,2026-05-10 02:49:53,3.22,0.0,0.0,3.17,-1.552795031055909,0.0,新浪,2026-04-30 20:18:22,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,4,002737,葵花药业,13.88,5.95,0.0,0.0,0.0,2.57,1.85,60,57,100.8,90.2,settled,2026-05-10 02:49:53,,,0.0,13.58,-2.1613832853025983,0.0,新浪,2026-04-30 20:18:22,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘占优62%、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,5,002721,金一文化,3.07,4.42,0.0,0.0,0.0,2.85,5.5,62,59,103.11,89.2775,settled,2026-05-10 02:49:53,3.07,0.0,0.0,3.1,0.9771986970684045,0.0,新浪,2026-04-30 20:18:22,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,9,605358,立昂微,41.06,5.23,0.0,0.0,0.0,1.66,3.43,63,60,104.58,87.395,settled,2026-05-10 02:49:53,,,0.0,49.98,21.724305893813913,1.0,新浪,2026-04-30 20:18:22,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,11,600460,士兰微,28.9,3.81,0.0,0.0,0.0,1.97,4.21,63,60,103.74,87.185,settled,2026-05-10 02:49:53,,,0.0,29.49,2.041522491349479,1.0,新浪,2026-04-30 20:18:22,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,12,002695,煌上煌,12.49,3.48,0.0,0.0,0.0,2.13,3.6,60,57,101.85,86.4625,settled,2026-05-10 02:49:53,,,0.0,13.06,4.563650920736584,1.0,新浪,2026-04-30 20:18:22,16.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强55%
2026-04-30,2026-04-30 20:21:34,13,600429,三元股份,6.09,4.46,0.0,0.0,0.0,2.8,4.74,62,59,102.9,86.225,settled,2026-05-10 02:49:53,,,0.0,5.85,-3.940886699507395,0.0,新浪,2026-04-30 20:18:22,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,15,002402,和而泰,31.66,2.1,0.0,0.0,0.0,2.24,2.97,60,57,99.96,82.99,settled,2026-05-10 02:49:53,,,0.0,33.44,5.622236260265301,1.0,新浪,2026-04-30 20:18:22,13.0,同花顺量价齐升、腾讯买盘偏强56%、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,16,603660,苏州科达,12.16,6.48,0.0,0.0,0.0,2.34,6.79,57,54,103.32,82.58,settled,2026-05-10 02:49:53,,,0.0,13.33,9.621710526315796,1.0,新浪,2026-04-30 20:18:22,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-04-30,2026-04-30 20:21:34,17,603356,华菱精工,19.1,4.2,0.0,0.0,0.0,1.68,3.36,58,55,102.27,82.0675,settled,2026-05-10 02:49:53,,,0.0,19.22,0.6282722513088812,0.0,新浪,2026-04-30 20:18:22,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
2026-04-30,2026-04-30 20:21:34,18,605369,拱东医疗,19.7,3.47,0.0,0.0,0.0,2.4,3.79,60,57,101.43,80.3575,settled,2026-05-10 02:49:53,,,0.0,22.5,14.213197969543144,1.0,新浪,2026-04-30 20:18:22,10.0,同花顺量价齐升、同花顺突破5日线
2026-04-30,2026-04-30 20:21:34,19,600351,亚宝药业,7.08,2.31,0.0,0.0,0.0,3.52,3.92,58,55,94.71,80.17750000000001,settled,2026-05-10 02:49:53,,,0.0,7.02,-0.8474576271186529,0.0,新浪,2026-04-30 20:18:22,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
2026-04-30,2026-04-30 20:21:34,20,603818,曲美家居,3.7,4.82,0.0,0.0,0.0,1.51,1.82,56,53,100.17,80.0425,settled,2026-05-10 02:49:53,,,0.0,3.82,3.2432432432432323,1.0,新浪,2026-04-30 20:18:22,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
2026-05-10,2026-05-10 02:53:01,1,603488,展鹏科技,13.14,5.8,0.0,0.0,0.0,2.22,2.89,65,61,104.55508474576271,94.88877118644068,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强60%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,2,603194,中力股份,37.15,4.94,0.0,0.0,0.0,3.23,4.99,65,61,104.33262711864407,94.83315677966101,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强56%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,3,002861,瀛通通讯,17.9,5.42,0.0,0.0,0.0,3.47,4.21,65,61,103.4427966101695,94.61069915254237,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘占优65%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,4,600826,兰生股份,10.1,5.1,0.0,0.0,0.0,5.68,5.6,65,61,97.65889830508475,93.16472457627118,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优68%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,5,000546,金圆股份,7.83,4.12,0.0,0.0,0.0,1.67,5.6,63,60,104.77754237288136,90.44438559322035,open,,,,,,,,新浪,2026-05-10 02:49:53,17.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘偏强55%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,6,603239,浙江仙通,25.9,3.81,0.0,0.0,0.0,1.91,3.84,58,55,102.33050847457626,89.08262711864407,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优63%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,7,002676,顺威股份,8.15,4.35,0.0,0.0,0.0,1.72,3.25,58,55,102.10805084745762,89.0270127118644,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强56%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,8,002976,瑞玛精密,32.7,5.11,0.0,0.0,0.0,1.53,2.26,61,58,103.88771186440678,88.7219279661017,open,,,,,,,,新浪,2026-05-10 02:49:53,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,9,002429,兆驰股份,12.69,5.05,0.0,0.0,0.0,1.79,-0.32,61,58,103.22033898305085,88.55508474576271,open,,,,,,,,新浪,2026-05-10 02:49:53,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,10,002855,捷荣技术,12.86,2.72,0.0,0.0,0.0,3.59,6.03,58,55,98.99364406779661,88.24841101694915,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优62%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,11,001278,一彬科技,23.63,7.95,0.0,0.0,0.0,1.95,2.69,58,55,97.88135593220339,87.97033898305085,open,,,,,,,,新浪,2026-05-10 02:49:53,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优66%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,12,605369,拱东医疗,22.5,5.49,0.0,0.0,0.0,2.4,3.79,67,63,105.0,87.5,open,,,,,,,,新浪,2026-05-10 02:49:53,11.0,同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,13,002615,哈尔斯,8.6,3.87,0.0,0.0,0.0,2.46,4.01,62,59,104.11016949152543,86.52754237288136,open,,,,,,,,新浪,2026-05-10 02:49:53,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,14,002757,南兴股份,29.02,4.24,0.0,0.0,0.0,1.99,3.87,58,55,101.21822033898304,85.80455508474576,open,,,,,,,,新浪,2026-05-10 02:49:53,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,15,600790,轻纺城,4.94,5.33,0.0,0.0,0.0,1.96,3.95,58,55,100.32838983050847,85.58209745762711,open,,,,,,,,新浪,2026-05-10 02:49:53,17.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘占优76%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,16,002480,新筑股份,6.71,2.29,0.0,0.0,0.0,2.77,5.98,60,57,103.66525423728814,84.91631355932203,open,,,,,,,,新浪,2026-05-10 02:49:53,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,17,003030,祖名股份,22.87,2.19,0.0,0.0,0.0,2.87,2.47,60,57,102.77542372881355,83.69385593220339,open,,,,,,,,新浪,2026-05-10 02:49:53,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
2026-05-10,2026-05-10 02:53:01,18,001259,利仁科技,37.56,3.16,0.0,0.0,0.0,2.18,1.77,58,55,100.77330508474576,82.69332627118644,open,,,,,,,,新浪,2026-05-10 02:49:53,14.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强60%、腾讯尾段成交放大
2026-05-10,2026-05-10 02:53:01,19,002327,富安娜,7.4,2.21,0.0,0.0,0.0,2.94,2.76,60,57,102.5529661016949,80.63824152542372,open,,,,,,,,新浪,2026-05-10 02:49:53,10.0,同花顺量价齐升、同花顺突破5日线
2026-05-10,2026-05-10 02:53:01,20,001373,翔腾新材,40.09,2.85,0.0,0.0,0.0,1.78,3.38,56,53,100.55084745762711,80.13771186440678,open,,,,,,,,新浪,2026-05-10 02:49:53,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
