2026-04-27 23:20:44.433 | INFO     | stock_screener.main:scan_stocks:326 - ============================================================
2026-04-27 23:20:44.434 | INFO     | stock_screener.main:scan_stocks:327 - 🚀 A股尾盘涨停扫描器 启动
2026-04-27 23:20:44.434 | INFO     | stock_screener.main:scan_stocks:328 - 扫描时间: 2026-04-27 23:20:44
2026-04-27 23:20:44.434 | INFO     | stock_screener.main:scan_stocks:329 - ============================================================
2026-04-27 23:20:44.434 | INFO     | stock_screener.main:get_all_realtime:88 - 正在获取全市场实时数据...
2026-04-27 23:20:53.665 | ERROR    | stock_screener.main:get_all_realtime:115 - 获取实时行情失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-27 23:20:53.669 | ERROR    | stock_screener.main:scan_stocks:337 - 无法获取A股实时数据，程序退出
2026-04-27 23:27:27.622 | INFO     | stock_screener.main:run_backtest:505 - 加载历史数据目录: /Users/aw/stock-screener/stock_screener/stock-screener/data
2026-04-27 23:28:01.252 | INFO     | stock_screener.main:run_train:537 - 加载历史数据目录: /Users/aw/stock-screener/stock_screener/stock-screener/data
2026-04-27 23:29:54.615 | INFO     | stock_screener.main:run_train:537 - 加载历史数据目录: /Users/aw/stock-screener/stock_screener/stock-screener/data
2026-04-27 23:32:26.306 | INFO     | stock_screener.main:run_backtest:507 - 加载历史数据目录: /Users/aw/stock-screener/stock_screener/stock-screener/data
2026-04-27 23:38:09.313 | INFO     | stock_screener.main:scan_stocks:342 - ============================================================
2026-04-27 23:38:09.313 | INFO     | stock_screener.main:scan_stocks:343 - 🚀 A股尾盘涨停扫描器 启动
2026-04-27 23:38:09.313 | INFO     | stock_screener.main:scan_stocks:344 - 扫描时间: 2026-04-27 23:38:09
2026-04-27 23:38:09.313 | INFO     | stock_screener.main:scan_stocks:345 - ============================================================
2026-04-27 23:38:09.314 | INFO     | stock_screener.main:get_all_realtime:103 - 正在获取全市场实时数据...
2026-04-27 23:38:09.325 | INFO     | stock_screener.main:get_all_realtime:112 - 使用缓存的实时数据
2026-04-27 23:38:09.326 | INFO     | stock_screener.main:scan_stocks:356 - 获取到 5846 只股票
2026-04-27 23:38:09.327 | INFO     | stock_screener.main:scan_stocks:364 - 排除ST后: 5540 只
2026-04-27 23:38:09.329 | INFO     | stock_screener.main:scan_stocks:368 - 排除科创板/创业板后: 3995 只
2026-04-27 23:38:09.329 | INFO     | stock_screener.main:scan_stocks:373 - 价格过滤(3-50元): 3291 只
2026-04-27 23:38:09.329 | INFO     | stock_screener.main:scan_stocks:380 - 排除涨跌停后: 3079 只
2026-04-27 23:38:13.281 | WARNING  | stock_screener.main:get_history:156 - 获取 2963 历史数据失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-27 23:38:13.632 | WARNING  | stock_screener.main:get_history:156 - 获取 2919 历史数据失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-27 23:38:15.118 | WARNING  | stock_screener.main:get_history:156 - 获取 2694 历史数据失败: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
