2026-04-30 12:22:55.594 | INFO     | stock_screener.main:scan_stocks:440 - ============================================================
2026-04-30 12:52:17.954 | WARNING  | stock_screener.main:get_history:254 - 获取 600346 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600346&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:17.970 | WARNING  | stock_screener.main:get_history:254 - 获取 002560 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002560&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:17.979 | WARNING  | stock_screener.main:get_history:254 - 获取 603586 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.603586&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:17.995 | WARNING  | stock_screener.main:get_history:254 - 获取 000751 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.000751&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:18.003 | WARNING  | stock_screener.main:get_history:254 - 获取 002217 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002217&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:18.007 | WARNING  | stock_screener.main:get_history:254 - 获取 600657 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600657&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:18.110 | WARNING  | stock_screener.main:get_history:254 - 获取 600131 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600131&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:18.168 | INFO     | stock_screener.main:scan_stocks:552 - 已处理 400/500 (80%)
2026-04-30 12:52:18.173 | WARNING  | stock_screener.main:get_history:254 - 获取 002758 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002758&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:18.254 | WARNING  | stock_screener.main:get_history:254 - 获取 002297 历史数据失败: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002297&beg=20251231&end=20260430 (Caused by NameResolutionError("HTTPSConnection(host='push2his.eastmoney.com', port=443): Failed to resolve 'push2his.eastmoney.com' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:25.748 | INFO     | stock_screener.main:scan_stocks:574 - 自适应评分已启用: 已复盘样本 71 条，正样本 14 条
2026-04-30 12:52:25.748 | INFO     | stock_screener.main:scan_stocks:584 - 开始二次增强: 对 Top 50 候选做同花顺/腾讯验证
2026-04-30 12:52:26.527 | WARNING  | stock_screener.enrichment:fetch_ths_signal_codes:96 - 同花顺量价齐升获取失败: HTTPConnectionPool(host='data.10jqka.com.cn', port=80): Max retries exceeded with url: /rank/ljqs/field/count/order/desc/ajax/1/free/1/page/1/free/1/ (Caused by NameResolutionError("HTTPConnection(host='data.10jqka.com.cn', port=80): Failed to resolve 'data.10jqka.com.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:26.545 | WARNING  | stock_screener.enrichment:fetch_ths_signal_codes:96 - 同花顺连续上涨获取失败: HTTPConnectionPool(host='data.10jqka.com.cn', port=80): Max retries exceeded with url: /rank/lxsz/field/lxts/order/desc/page/1/ajax/1/free/1/ (Caused by NameResolutionError("HTTPConnection(host='data.10jqka.com.cn', port=80): Failed to resolve 'data.10jqka.com.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:26.560 | WARNING  | stock_screener.enrichment:fetch_ths_signal_codes:96 - 同花顺突破5日线获取失败: HTTPConnectionPool(host='data.10jqka.com.cn', port=80): Max retries exceeded with url: /rank/xstp/board/5/order/asc/ajax/1/free/1/page/1/free/1/ (Caused by NameResolutionError("HTTPConnection(host='data.10jqka.com.cn', port=80): Failed to resolve 'data.10jqka.com.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:26.577 | WARNING  | stock_screener.enrichment:fetch_hot_concept_codes:115 - 同花顺概念列表获取失败: HTTPSConnectionPool(host='q.10jqka.com.cn', port=443): Max retries exceeded with url: /gn/detail/code/307822/ (Caused by NameResolutionError("HTTPSConnection(host='q.10jqka.com.cn', port=443): Failed to resolve 'q.10jqka.com.cn' ([Errno 8] nodename nor servname provided, or not known)"))
2026-04-30 12:52:29.854 | INFO     | stock_screener.main:scan_stocks:594 - 二次增强完成: 同花顺源 []，腾讯分笔检查 20 只
2026-04-30 12:52:29.855 | INFO     | stock_screener.main:scan_stocks:603 - 
2026-04-30 12:52:29.855 | INFO     | stock_screener.main:scan_stocks:604 - ============================================================
2026-04-30 12:52:29.855 | INFO     | stock_screener.main:scan_stocks:605 - ⭐ 扫描完成！Top 20 候选股（评分越高越有潜力）
2026-04-30 12:52:29.855 | INFO     | stock_screener.main:scan_stocks:606 - ============================================================
2026-04-30 12:52:29.862 | INFO     | stock_screener.main:scan_stocks:635 - 完整结果已保存到: /Users/aw/stock-screener/stock_screener/results_20260430_125229.csv
2026-04-30 12:52:29.891 | INFO     | stock_screener.main:scan_stocks:643 - 虚拟盘记录新增 20 条: /Users/aw/stock-screener/stock_screener/paper/paper_trades.csv
2026-04-30 20:16:57.877 | INFO     | stock_screener.main:scan_stocks:440 - ============================================================
2026-04-30 20:16:57.878 | INFO     | stock_screener.main:scan_stocks:441 - 🚀 A股尾盘涨停扫描器 启动
2026-04-30 20:16:57.878 | INFO     | stock_screener.main:scan_stocks:442 - 扫描时间: 2026-04-30 20:16:57
2026-04-30 20:16:57.878 | INFO     | stock_screener.main:scan_stocks:443 - ============================================================
2026-04-30 20:16:57.878 | INFO     | stock_screener.main:get_all_realtime:186 - 正在获取全市场实时数据...
2026-04-30 20:16:57.891 | INFO     | stock_screener.main:get_all_realtime:199 - 实时缓存已过期: 2026-04-29 23:46:02，缓存年龄 73856s，重新拉取
2026-04-30 20:16:57.891 | INFO     | stock_screener.main:get_all_realtime:210 - 尝试从东方财富获取实时行情(1/3)...
2026-04-30 20:17:21.842 | WARNING  | stock_screener.main:get_all_realtime:219 - 东方财富实时行情获取失败(1/3): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-30 20:17:23.847 | INFO     | stock_screener.main:get_all_realtime:210 - 尝试从东方财富获取实时行情(2/3)...
2026-04-30 20:17:29.957 | WARNING  | stock_screener.main:get_all_realtime:219 - 东方财富实时行情获取失败(2/3): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-30 20:17:31.961 | INFO     | stock_screener.main:get_all_realtime:210 - 尝试从东方财富获取实时行情(3/3)...
2026-04-30 20:17:38.303 | WARNING  | stock_screener.main:get_all_realtime:219 - 东方财富实时行情获取失败(3/3): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2026-04-30 20:17:40.306 | INFO     | stock_screener.main:get_all_realtime:210 - 尝试从新浪获取实时行情(1/3)...
2026-04-30 20:18:22.045 | INFO     | stock_screener.main:get_all_realtime:214 - 成功从新浪获取 5511 只股票实时数据
2026-04-30 20:18:22.076 | INFO     | stock_screener.main:scan_stocks:454 - 获取到 5511 只股票
2026-04-30 20:18:22.077 | INFO     | stock_screener.main:scan_stocks:457 - 本次行情数据源: 新浪，采集时间: 2026-04-30 20:18:22
2026-04-30 20:18:22.081 | INFO     | stock_screener.main:scan_stocks:470 - 虚拟盘暂无可复盘记录，未结算 20 条
2026-04-30 20:18:22.083 | INFO     | stock_screener.main:scan_stocks:478 - 排除ST后: 5273 只
2026-04-30 20:18:22.084 | INFO     | stock_screener.main:scan_stocks:482 - 排除科创板/创业板/北交所后: 3017 只
2026-04-30 20:18:22.085 | INFO     | stock_screener.main:scan_stocks:487 - 价格过滤(3-50元): 2680 只
2026-04-30 20:18:22.085 | INFO     | stock_screener.main:scan_stocks:494 - 排除涨跌停后: 2498 只
2026-04-30 20:18:22.087 | INFO     | stock_screener.main:scan_stocks:510 - 实时预筛后仅处理前 500/2498 只，避免历史接口过载
2026-04-30 20:18:24.157 | INFO     | stock_screener.main:scan_stocks:552 - 已处理 200/500 (40%)
2026-04-30 20:18:26.136 | INFO     | stock_screener.main:scan_stocks:552 - 已处理 400/500 (80%)
2026-04-30 20:18:27.447 | INFO     | stock_screener.main:scan_stocks:574 - 自适应评分已启用: 已复盘样本 71 条，正样本 14 条
2026-04-30 20:18:27.447 | INFO     | stock_screener.main:scan_stocks:584 - 开始二次增强: 对 Top 50 候选做同花顺/腾讯验证
2026-04-30 20:21:34.693 | INFO     | stock_screener.main:scan_stocks:594 - 二次增强完成: 同花顺源 ['同花顺量价齐升:1512', '同花顺连续上涨:584', '同花顺突破5日线:3081']，腾讯分笔检查 20 只
2026-04-30 20:21:34.693 | INFO     | stock_screener.main:scan_stocks:603 - 
2026-04-30 20:21:34.693 | INFO     | stock_screener.main:scan_stocks:604 - ============================================================
2026-04-30 20:21:34.693 | INFO     | stock_screener.main:scan_stocks:605 - ⭐ 扫描完成！Top 20 候选股（评分越高越有潜力）
2026-04-30 20:21:34.693 | INFO     | stock_screener.main:scan_stocks:606 - ============================================================
2026-04-30 20:21:34.698 | INFO     | stock_screener.main:scan_stocks:635 - 完整结果已保存到: /Users/aw/stock-screener/stock_screener/results_20260430_202134.csv
2026-04-30 20:21:34.717 | INFO     | stock_screener.main:scan_stocks:643 - 虚拟盘记录新增 15 条: /Users/aw/stock-screener/stock_screener/paper/paper_trades.csv
