日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,603439,12.16,12.07,12.2,12.05,19111,23123706.0,1.23,-0.74,-0.09,0.47
2026-02-27,603439,12.15,12.06,12.15,12.03,21657,26123506.0,0.99,-0.08,-0.01,0.54
2026-03-02,603439,11.91,11.79,11.99,11.66,42296,49915310.0,2.74,-2.24,-0.27,1.05
2026-03-03,603439,11.77,11.57,11.85,11.55,30815,36058858.0,2.54,-1.87,-0.22,0.76
2026-03-04,603439,11.51,11.5,11.66,11.43,29101,33512749.0,1.99,-0.61,-0.07,0.72
2026-03-05,603439,11.66,11.64,11.69,11.58,16940,19691073.0,0.96,1.22,0.14,0.42
2026-03-06,603439,11.6,11.78,11.78,11.56,16848,19720664.0,1.89,1.2,0.14,0.42
2026-03-09,603439,11.63,11.73,11.75,11.59,17304,20194883.0,1.36,-0.42,-0.05,0.43
2026-03-10,603439,11.73,11.78,11.82,11.73,19300,22745803.0,0.77,0.43,0.05,0.48
2026-03-11,603439,11.74,11.69,11.81,11.64,17656,20631266.0,1.44,-0.76,-0.09,0.44
2026-03-12,603439,11.72,11.64,11.72,11.56,20410,23701019.0,1.37,-0.43,-0.05,0.51
2026-03-13,603439,11.57,11.65,11.76,11.57,23635,27600494.0,1.63,0.09,0.01,0.59
2026-03-16,603439,11.62,11.7,11.75,11.6,13812,16101167.0,1.29,0.43,0.05,0.34
2026-03-17,603439,11.7,11.65,11.77,11.62,17549,20525385.0,1.28,-0.43,-0.05,0.43
2026-03-18,603439,11.62,11.58,11.65,11.5,20424,23584716.0,1.29,-0.6,-0.07,0.51
2026-03-19,603439,11.5,11.29,11.55,11.27,26585,30307151.0,2.42,-2.5,-0.29,0.66
2026-03-20,603439,11.28,11.05,11.38,11.04,24685,27529411.0,3.01,-2.13,-0.24,0.61
2026-03-23,603439,10.95,10.49,10.95,10.49,40490,43175287.0,4.16,-5.07,-0.56,1.0
2026-03-24,603439,10.67,10.71,10.72,10.5,18981,20178682.0,2.1,2.1,0.22,0.47
2026-03-25,603439,10.71,10.8,10.8,10.71,16811,18102397.0,0.84,0.84,0.09,0.42
2026-03-26,603439,10.85,10.63,10.96,10.58,23826,25514105.0,3.52,-1.57,-0.17,0.59
2026-03-27,603439,10.59,11.04,11.04,10.52,33053,35928370.0,4.89,3.86,0.41,0.82
2026-03-30,603439,10.94,11.06,11.14,10.92,21101,23272732.0,1.99,0.18,0.02,0.52
2026-03-31,603439,11.08,10.96,11.13,10.94,17170,18976896.0,1.72,-0.9,-0.1,0.43
2026-04-01,603439,11.07,11.34,11.4,10.92,36518,40924798.0,4.38,3.47,0.38,0.9
2026-04-02,603439,11.34,11.35,11.49,11.29,34919,39687426.0,1.76,0.09,0.01,0.86
2026-04-03,603439,11.26,11.06,11.34,11.04,21113,23517773.0,2.64,-2.56,-0.29,0.52
2026-04-07,603439,11.08,11.23,11.29,10.91,20540,22916602.0,3.44,1.54,0.17,0.51
2026-04-08,603439,11.32,11.24,11.39,11.18,28949,32562115.0,1.87,0.09,0.01,0.72
2026-04-09,603439,11.21,11.02,11.34,10.97,26924,29926284.0,3.29,-1.96,-0.22,0.67
2026-04-10,603439,11.04,11.04,11.17,11.01,21100,23397541.0,1.45,0.18,0.02,0.52
2026-04-13,603439,11.03,11.0,11.09,10.93,16844,18481543.0,1.45,-0.36,-0.04,0.42
2026-04-14,603439,11.08,11.0,11.1,10.89,15593,17096843.0,1.91,0.0,0.0,0.39
2026-04-15,603439,11.04,11.13,11.16,10.98,28878,32040871.0,1.64,1.18,0.13,0.72
2026-04-16,603439,11.13,11.12,11.19,11.03,17546,19453026.0,1.44,-0.09,-0.01,0.43
2026-04-17,603439,11.05,10.98,11.12,10.92,19325,21213093.0,1.8,-1.26,-0.14,0.48
2026-04-20,603439,11.02,11.02,11.07,10.87,15962,17513684.0,1.82,0.36,0.04,0.4
2026-04-21,603439,11.04,11.07,11.1,10.97,21952,24245776.0,1.18,0.45,0.05,0.54
2026-04-22,603439,11.1,10.99,11.1,10.95,16272,17885777.0,1.36,-0.72,-0.08,0.4
2026-04-23,603439,10.94,10.86,11.01,10.83,21177,23119389.0,1.64,-1.18,-0.13,0.52
2026-04-24,603439,10.85,10.92,10.95,10.8,16133,17543749.0,1.38,0.55,0.06,0.4
2026-04-27,603439,11.04,11.22,11.29,10.94,51480,57495048.0,3.21,2.75,0.3,1.27
