日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,605008,13.45,13.09,13.45,13.07,38915,51366375.0,2.83,-2.46,-0.33,0.6
2026-02-27,605008,13.05,12.89,13.06,12.84,35748,46082181.0,1.68,-1.53,-0.2,0.55
2026-03-02,605008,12.75,12.89,12.89,12.46,45297,57366461.0,3.34,0.0,0.0,0.7
2026-03-03,605008,12.85,12.57,13.16,12.56,31794,40755384.0,4.65,-2.48,-0.32,0.49
2026-03-04,605008,12.43,12.44,12.63,12.41,21852,27304091.0,1.75,-1.03,-0.13,0.34
2026-03-05,605008,12.52,12.5,12.78,12.46,22075,27748086.0,2.57,0.48,0.06,0.34
2026-03-06,605008,12.49,12.79,12.79,12.44,23709,30114299.0,2.8,2.32,0.29,0.37
2026-03-09,605008,12.75,12.65,12.75,12.53,19936,25166421.0,1.72,-1.09,-0.14,0.31
2026-03-10,605008,12.71,12.83,12.84,12.7,18372,23486034.0,1.11,1.42,0.18,0.28
2026-03-11,605008,12.84,12.83,12.93,12.73,20223,25980877.0,1.56,0.0,0.0,0.31
2026-03-12,605008,12.94,12.89,13.07,12.81,23971,30981336.0,2.03,0.47,0.06,0.37
2026-03-13,605008,12.82,12.68,12.91,12.63,24592,31395805.0,2.17,-1.63,-0.21,0.38
2026-03-16,605008,12.68,12.51,12.76,12.42,32438,40662191.0,2.68,-1.34,-0.17,0.5
2026-03-17,605008,12.54,12.48,12.62,12.4,21166,26519372.0,1.76,-0.24,-0.03,0.33
2026-03-18,605008,12.48,12.6,12.61,12.34,17535,21852941.0,2.16,0.96,0.12,0.27
2026-03-19,605008,12.5,12.32,12.69,12.3,18164,22616102.0,3.1,-2.22,-0.28,0.28
2026-03-20,605008,12.28,11.95,12.37,11.93,20006,24254529.0,3.57,-3.0,-0.37,0.31
2026-03-23,605008,11.74,11.31,11.8,11.24,32282,37180729.0,4.69,-5.36,-0.64,0.5
2026-03-24,605008,11.44,11.57,11.59,11.28,22514,25716265.0,2.74,2.3,0.26,0.35
2026-03-25,605008,11.83,11.88,11.89,11.66,17827,21022536.0,1.99,2.68,0.31,0.28
2026-03-26,605008,11.84,11.81,12.0,11.66,15551,18379609.0,2.86,-0.59,-0.07,0.24
2026-03-27,605008,11.66,12.03,12.03,11.66,16019,19037100.0,3.13,1.86,0.22,0.25
2026-03-30,605008,11.9,12.17,12.21,11.88,19683,23852633.0,2.74,1.16,0.14,0.3
2026-03-31,605008,12.26,11.98,12.27,11.98,18552,22433598.0,2.38,-1.56,-0.19,0.29
2026-04-01,605008,12.06,12.41,12.42,12.06,26195,32116901.0,3.01,3.59,0.43,0.41
2026-04-02,605008,12.39,12.29,12.51,12.18,24157,29728080.0,2.66,-0.97,-0.12,0.37
2026-04-03,605008,12.32,11.96,12.36,11.95,16915,20523516.0,3.34,-2.69,-0.33,0.26
2026-04-07,605008,11.97,12.27,12.4,11.93,21034,25715062.0,3.93,2.59,0.31,0.33
2026-04-08,605008,12.2,12.49,12.59,12.2,26397,32710366.0,3.18,1.79,0.22,0.41
2026-04-09,605008,12.41,12.24,12.47,12.2,18103,22276505.0,2.16,-2.0,-0.25,0.28
2026-04-10,605008,12.24,12.2,12.39,12.18,11764,14453333.0,1.72,-0.33,-0.04,0.18
2026-04-13,605008,12.2,12.14,12.2,11.85,21740,26149102.0,2.87,-0.49,-0.06,0.34
2026-04-14,605008,12.18,12.18,12.29,12.04,14204,17317400.0,2.06,0.33,0.04,0.22
2026-04-15,605008,12.22,12.0,12.27,11.97,18570,22398591.0,2.46,-1.48,-0.18,0.29
2026-04-16,605008,12.04,12.16,12.16,11.96,13913,16808825.0,1.67,1.33,0.16,0.22
2026-04-17,605008,12.16,12.08,12.16,11.97,16336,19649160.0,1.56,-0.66,-0.08,0.25
2026-04-20,605008,12.07,12.0,12.16,11.98,17448,21029055.0,1.49,-0.66,-0.08,0.27
2026-04-21,605008,12.07,11.88,12.07,11.76,14894,17645116.0,2.58,-1.0,-0.12,0.23
2026-04-22,605008,11.88,11.88,11.95,11.79,14678,17438223.0,1.35,0.0,0.0,0.23
2026-04-23,605008,11.85,11.83,11.94,11.78,16510,19559078.0,1.35,-0.42,-0.05,0.26
2026-04-24,605008,11.83,11.9,11.98,11.7,24024,28453768.0,2.37,0.59,0.07,0.37
2026-04-27,605008,11.9,11.87,11.95,11.65,21806,25726116.0,2.52,-0.25,-0.03,0.34
