日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,605166,11.23,11.75,12.22,11.19,307906,360707601.0,9.2,5.0,0.56,9.78
2026-02-27,605166,11.6,11.75,11.98,11.57,160068,188358942.0,3.49,0.0,0.0,5.09
2026-03-02,605166,11.65,11.28,11.68,11.2,122216,138713702.0,4.09,-4.0,-0.47,3.88
2026-03-03,605166,11.34,10.67,11.34,10.64,128478,140252836.0,6.21,-5.41,-0.61,4.08
2026-03-04,605166,10.58,10.65,10.84,10.49,81428,86565910.0,3.28,-0.19,-0.02,2.59
2026-03-05,605166,10.78,10.71,10.89,10.64,51609,55492100.0,2.35,0.56,0.06,1.64
2026-03-06,605166,10.67,11.07,11.21,10.65,85541,94526188.0,5.23,3.36,0.36,2.72
2026-03-09,605166,11.07,10.87,11.18,10.72,70346,76534025.0,4.16,-1.81,-0.2,2.24
2026-03-10,605166,10.93,11.11,11.12,10.9,48601,53693487.0,2.02,2.21,0.24,1.54
2026-03-11,605166,11.12,11.18,11.28,10.98,68237,76023812.0,2.7,0.63,0.07,2.17
2026-03-12,605166,11.33,11.28,11.74,11.26,116405,132313578.0,4.29,0.89,0.1,3.7
2026-03-13,605166,11.25,11.11,11.37,11.11,72326,81310875.0,2.3,-1.51,-0.17,2.3
2026-03-16,605166,11.11,11.1,11.27,10.98,53328,59183850.0,2.61,-0.09,-0.01,1.69
2026-03-17,605166,11.09,10.82,11.16,10.82,58273,63937427.0,3.06,-2.52,-0.28,1.85
2026-03-18,605166,10.82,10.92,10.92,10.73,46655,50513343.0,1.76,0.92,0.1,1.48
2026-03-19,605166,10.78,10.48,10.88,10.44,72211,76597223.0,4.03,-4.03,-0.44,2.29
2026-03-20,605166,10.45,10.08,10.54,10.08,51452,52712600.0,4.39,-3.82,-0.4,1.63
2026-03-23,605166,9.9,9.52,10.05,9.48,77879,76154748.0,5.65,-5.56,-0.56,2.47
2026-03-24,605166,9.68,9.92,9.94,9.41,57290,55491910.0,5.57,4.2,0.4,1.82
2026-03-25,605166,9.98,10.1,10.19,9.9,35148,35385872.0,2.92,1.81,0.18,1.12
2026-03-26,605166,10.15,10.04,10.23,9.97,36395,36656096.0,2.57,-0.59,-0.06,1.16
2026-03-27,605166,9.91,10.19,10.25,9.91,26375,26768142.0,3.39,1.49,0.15,0.84
2026-03-30,605166,10.14,10.25,10.31,10.04,27197,27727392.0,2.65,0.59,0.06,0.86
2026-03-31,605166,10.25,10.26,10.38,10.21,33956,34999661.0,1.66,0.1,0.01,1.08
2026-04-01,605166,10.37,10.3,10.45,10.19,45456,46818067.0,2.53,0.39,0.04,1.44
2026-04-02,605166,10.26,10.04,10.26,9.96,30084,30333403.0,2.91,-2.52,-0.26,0.96
2026-04-03,605166,10.01,9.78,10.05,9.75,31880,31339866.0,2.99,-2.59,-0.26,1.01
2026-04-07,605166,9.77,10.45,10.61,9.77,84031,86894463.0,8.59,6.85,0.67,2.67
2026-04-08,605166,10.44,10.74,10.89,10.39,78218,83544694.0,4.78,2.78,0.29,2.49
2026-04-09,605166,10.73,10.73,10.87,10.65,46265,49710632.0,2.05,-0.09,-0.01,1.47
2026-04-10,605166,10.81,10.79,10.88,10.71,38337,41410844.0,1.58,0.56,0.06,1.22
2026-04-13,605166,10.79,10.57,10.8,10.47,41957,44453303.0,3.06,-2.04,-0.22,1.33
2026-04-14,605166,10.61,10.08,10.67,9.92,98118,99569297.0,7.1,-4.64,-0.49,3.12
2026-04-15,605166,10.07,10.12,10.3,10.0,50985,51766933.0,2.98,0.4,0.04,1.62
2026-04-16,605166,10.13,11.13,11.13,10.13,133337,144404180.0,9.88,9.98,1.01,4.24
2026-04-17,605166,11.0,11.33,11.5,10.88,246822,278423623.0,5.57,1.8,0.2,7.84
2026-04-20,605166,11.33,11.32,11.42,11.17,119661,135177201.0,2.21,-0.09,-0.01,3.8
2026-04-21,605166,11.34,11.31,11.39,11.17,75896,85668312.0,1.94,-0.09,-0.01,2.41
2026-04-22,605166,11.22,11.57,11.9,11.2,144917,168197565.0,6.19,2.3,0.26,4.6
2026-04-23,605166,11.46,11.57,11.93,11.38,138166,161247553.0,4.75,0.0,0.0,4.39
2026-04-24,605166,11.68,11.52,11.72,11.31,99179,114053377.0,3.54,-0.43,-0.05,3.15
2026-04-27,605166,11.45,11.7,11.79,11.32,102804,119103958.0,4.08,1.56,0.18,3.27
