日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,603602,14.96,14.98,15.04,14.8,66309,99034857.0,1.61,0.54,0.08,2.87
2026-02-27,603602,14.95,14.97,15.07,14.85,48397,72341139.0,1.47,-0.07,-0.01,2.09
2026-03-02,603602,14.71,14.43,14.95,14.38,72383,105317366.0,3.81,-3.61,-0.54,3.13
2026-03-03,603602,14.59,13.72,14.62,13.7,80433,113541210.0,6.38,-4.92,-0.71,3.48
2026-03-04,603602,13.48,13.72,13.97,13.46,63965,87650282.0,3.72,0.0,0.0,2.77
2026-03-05,603602,13.88,13.92,14.13,13.81,48678,67938933.0,2.33,1.46,0.2,2.11
2026-03-06,603602,13.85,14.12,14.12,13.83,41627,58434759.0,2.08,1.44,0.2,1.8
2026-03-09,603602,13.9,14.15,14.22,13.71,50481,70365787.0,3.61,0.21,0.03,2.18
2026-03-10,603602,14.25,14.33,14.55,14.23,37982,54460214.0,2.26,1.27,0.18,1.64
2026-03-11,603602,14.38,14.07,14.46,14.04,44925,63843849.0,2.93,-1.81,-0.26,1.94
2026-03-12,603602,14.0,14.05,14.25,13.88,33015,46451375.0,2.63,-0.14,-0.02,1.43
2026-03-13,603602,14.01,13.74,14.05,13.7,38004,52735653.0,2.49,-2.21,-0.31,1.64
2026-03-16,603602,13.67,13.92,13.92,13.67,32389,44726376.0,1.82,1.31,0.18,1.4
2026-03-17,603602,13.92,13.62,13.99,13.6,36477,50186859.0,2.8,-2.16,-0.3,1.58
2026-03-18,603602,13.62,13.99,14.0,13.56,44494,61401151.0,3.23,2.72,0.37,1.93
2026-03-19,603602,13.82,13.77,13.95,13.65,34816,47977947.0,2.14,-1.57,-0.22,1.51
2026-03-20,603602,13.79,13.23,13.88,13.21,49438,66525594.0,4.87,-3.92,-0.54,2.14
2026-03-23,603602,12.88,12.44,13.09,12.28,70324,89062369.0,6.12,-5.97,-0.79,3.04
2026-03-24,603602,12.65,12.84,12.87,12.44,50186,63460799.0,3.46,3.22,0.4,2.17
2026-03-25,603602,12.91,13.25,13.26,12.91,39055,51404658.0,2.73,3.19,0.41,1.69
2026-03-26,603602,13.26,12.95,13.29,12.87,26891,35100910.0,3.17,-2.26,-0.3,1.16
2026-03-27,603602,12.71,13.08,13.15,12.7,20973,27289727.0,3.47,1.0,0.13,0.91
2026-03-30,603602,12.91,13.18,13.21,12.86,26479,34661001.0,2.68,0.76,0.1,1.15
2026-03-31,603602,13.12,12.97,13.33,12.95,27368,36003722.0,2.88,-1.59,-0.21,1.18
2026-04-01,603602,13.2,13.08,13.3,12.91,33401,43624119.0,3.01,0.85,0.11,1.45
2026-04-02,603602,13.05,12.87,13.12,12.81,28730,37162538.0,2.37,-1.61,-0.21,1.24
2026-04-03,603602,12.95,12.5,12.98,12.46,24979,31468929.0,4.04,-2.87,-0.37,1.08
2026-04-07,603602,12.5,12.85,13.24,12.46,51840,66960964.0,6.24,2.8,0.35,2.24
2026-04-08,603602,13.2,13.37,13.39,12.88,44130,58507513.0,3.97,4.05,0.52,1.91
2026-04-09,603602,13.26,13.11,13.48,13.03,31845,41951299.0,3.37,-1.94,-0.26,1.38
2026-04-10,603602,13.3,13.17,13.32,13.1,30164,39856666.0,1.68,0.46,0.06,1.31
2026-04-13,603602,13.14,13.19,13.25,13.03,22439,29507131.0,1.67,0.15,0.02,0.97
2026-04-14,603602,13.22,13.19,13.51,13.1,24244,32010717.0,3.11,0.0,0.0,1.05
2026-04-15,603602,13.21,13.02,13.27,13.0,26340,34560136.0,2.05,-1.29,-0.17,1.14
2026-04-16,603602,13.07,13.39,13.44,13.01,46156,61312494.0,3.3,2.84,0.37,2.0
2026-04-17,603602,13.35,13.32,13.45,13.2,26652,35425416.0,1.87,-0.52,-0.07,1.15
2026-04-20,603602,13.39,13.37,13.4,13.28,21649,28905818.0,0.9,0.38,0.05,0.94
2026-04-21,603602,13.44,13.26,13.45,13.13,23907,31588723.0,2.39,-0.82,-0.11,1.03
2026-04-22,603602,13.28,13.44,13.55,13.26,43558,58348138.0,2.19,1.36,0.18,1.89
2026-04-23,603602,13.41,13.03,13.48,12.98,43977,57930307.0,3.72,-3.05,-0.41,1.9
2026-04-24,603602,12.88,12.96,13.06,12.63,32115,41205481.0,3.3,-0.54,-0.07,1.39
2026-04-27,603602,12.88,13.2,13.2,12.72,34739,45243158.0,3.7,1.85,0.24,1.5
