日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,002679,12.45,12.31,12.55,12.19,72563,89558266.8,2.89,-1.12,-0.14,3.08
2026-02-27,002679,12.32,12.44,12.45,12.2,67924,83941105.0,2.03,1.06,0.13,2.88
2026-03-02,002679,12.25,11.93,12.28,11.92,74151,89334590.9,2.89,-4.1,-0.51,3.15
2026-03-03,002679,11.88,11.71,12.16,11.69,76686,91679027.0,3.94,-1.84,-0.22,3.25
2026-03-04,002679,11.62,11.8,11.92,11.5,72286,84878493.0,3.59,0.77,0.09,3.07
2026-03-05,002679,11.86,11.65,11.94,11.63,52755,61986205.1,2.63,-1.27,-0.15,2.24
2026-03-06,002679,11.65,12.08,12.09,11.59,59006,70357459.0,4.29,3.69,0.43,2.5
2026-03-09,002679,12.0,11.82,12.01,11.55,61366,72048326.0,3.81,-2.15,-0.26,2.6
2026-03-10,002679,11.89,11.93,12.02,11.85,38074,45462508.63,1.44,0.93,0.11,1.61
2026-03-11,002679,11.99,11.76,11.99,11.7,38942,45950203.8,2.43,-1.42,-0.17,1.65
2026-03-12,002679,11.71,11.4,11.76,11.38,50381,57931790.6,3.23,-3.06,-0.36,2.14
2026-03-13,002679,11.39,11.27,11.55,11.24,32725,37259856.8,2.72,-1.14,-0.13,1.39
2026-03-16,002679,11.24,11.33,11.53,11.2,33073,37460035.1,2.93,0.53,0.06,1.4
2026-03-17,002679,11.27,11.03,11.42,11.0,36214,40610012.0,3.71,-2.65,-0.3,1.54
2026-03-18,002679,11.04,11.21,11.22,10.96,31856,35351022.0,2.36,1.63,0.18,1.35
2026-03-19,002679,11.1,10.86,11.2,10.76,48450,53017512.0,3.93,-3.12,-0.35,2.06
2026-03-20,002679,10.98,10.59,11.0,10.56,43876,47075395.0,4.05,-2.49,-0.27,1.86
2026-03-23,002679,10.4,10.11,10.6,10.0,51583,53015800.2,5.67,-4.53,-0.48,2.19
2026-03-24,002679,10.3,10.54,10.58,10.06,57528,59503913.5,5.14,4.25,0.43,2.44
2026-03-25,002679,10.58,11.0,11.05,10.58,53595,57972974.5,4.46,4.36,0.46,2.27
2026-03-26,002679,11.0,10.7,11.08,10.62,54560,58710218.6,4.18,-2.73,-0.3,2.31
2026-03-27,002679,10.63,10.79,10.88,10.5,32157,34614740.0,3.55,0.84,0.09,1.36
2026-03-30,002679,10.7,11.16,11.25,10.61,88320,97361869.08,5.93,3.43,0.37,3.75
2026-03-31,002679,11.13,11.25,11.63,11.13,91383,103715370.08,4.48,0.81,0.09,3.88
2026-04-01,002679,11.41,10.86,11.41,10.75,76734,83693745.56,5.87,-3.47,-0.39,3.25
2026-04-02,002679,10.91,10.93,11.15,10.82,52193,57191977.5,3.04,0.64,0.07,2.21
2026-04-03,002679,10.99,10.37,10.99,10.34,49848,52302024.0,5.95,-5.12,-0.56,2.11
2026-04-07,002679,10.42,10.8,10.85,10.27,52820,56457522.0,5.59,4.15,0.43,2.24
2026-04-08,002679,11.01,10.99,11.04,10.8,39074,42768816.0,2.22,1.76,0.19,1.66
2026-04-09,002679,10.85,10.63,10.99,10.55,40517,43351879.0,4.0,-3.28,-0.36,1.72
2026-04-10,002679,10.8,10.7,10.85,10.63,31675,34055128.0,2.07,0.66,0.07,1.34
2026-04-13,002679,10.83,10.71,10.9,10.5,45820,48896809.08,3.74,0.09,0.01,1.94
2026-04-14,002679,10.73,10.54,10.75,10.4,40765,42876564.0,3.27,-1.59,-0.17,1.73
2026-04-15,002679,10.62,10.43,10.62,10.41,23034,24138362.0,1.99,-1.04,-0.11,0.98
2026-04-16,002679,10.45,10.65,10.7,10.38,38343,40508800.0,3.07,2.11,0.22,1.63
2026-04-17,002679,10.65,10.56,10.73,10.48,28442,30067634.0,2.35,-0.85,-0.09,1.21
2026-04-20,002679,10.65,10.67,10.69,10.52,22795,24243210.0,1.61,1.04,0.11,0.97
2026-04-21,002679,10.7,10.54,10.71,10.35,42855,44959640.0,3.37,-1.22,-0.13,1.82
2026-04-22,002679,10.5,10.52,10.54,10.39,23196,24236734.2,1.42,-0.19,-0.02,0.98
2026-04-23,002679,10.6,10.74,10.96,10.39,62809,67107329.0,5.42,2.09,0.22,2.66
2026-04-24,002679,10.94,10.43,11.0,10.11,99337,103114164.0,8.29,-2.89,-0.31,4.21
2026-04-27,002679,10.41,10.65,10.69,10.22,58779,61467620.4,4.51,2.11,0.22,2.49
