日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,002337,6.89,7.08,7.09,6.88,238787,167393973.63,3.05,2.76,0.19,4.06
2026-02-27,002337,7.08,7.1,7.1,6.97,195628,137559167.0,1.84,0.28,0.02,3.33
2026-03-02,002337,6.96,6.9,7.03,6.82,167583,115795589.68,2.96,-2.82,-0.2,2.85
2026-03-03,002337,6.9,6.49,6.93,6.46,202234,135121514.12,6.81,-5.94,-0.41,3.44
2026-03-04,002337,6.44,6.54,6.6,6.4,116852,76148208.15,3.08,0.77,0.05,1.99
2026-03-05,002337,6.6,6.75,6.85,6.6,145578,98405895.67,3.82,3.21,0.21,2.48
2026-03-06,002337,6.71,6.81,6.84,6.69,92188,62609999.35,2.22,0.89,0.06,1.57
2026-03-09,002337,6.71,6.86,6.87,6.67,126973,86266364.9,2.94,0.73,0.05,2.16
2026-03-10,002337,6.89,7.03,7.05,6.87,134914,94307461.84,2.62,2.48,0.17,2.29
2026-03-11,002337,7.03,6.97,7.06,6.95,94842,66234517.0,1.56,-0.85,-0.06,1.61
2026-03-12,002337,6.95,6.83,6.96,6.82,112874,77628636.82,2.01,-2.01,-0.14,1.92
2026-03-13,002337,6.82,6.76,6.89,6.72,107457,73288471.0,2.49,-1.02,-0.07,1.83
2026-03-16,002337,6.74,6.73,6.79,6.65,95125,63768226.0,2.07,-0.44,-0.03,1.62
2026-03-17,002337,6.73,6.55,6.82,6.54,112769,75250221.0,4.16,-2.67,-0.18,1.92
2026-03-18,002337,6.58,6.73,6.73,6.53,96440,63986638.12,3.05,2.75,0.18,1.64
2026-03-19,002337,6.66,6.43,6.69,6.38,133723,86916532.27,4.61,-4.46,-0.3,2.27
2026-03-20,002337,6.43,6.13,6.49,6.12,128290,80339279.0,5.75,-4.67,-0.3,2.18
2026-03-23,002337,6.04,5.76,6.08,5.69,143047,84304233.95,6.36,-6.04,-0.37,2.43
2026-03-24,002337,5.87,5.99,5.99,5.77,116907,68839295.0,3.82,3.99,0.23,1.99
2026-03-25,002337,6.05,6.09,6.12,6.02,75195,45726020.0,1.67,1.67,0.1,1.28
2026-03-26,002337,6.35,6.07,6.54,6.05,191489,119963687.0,8.05,-0.33,-0.02,3.26
2026-03-27,002337,6.07,6.11,6.15,5.92,107838,65577551.05,3.79,0.66,0.04,1.83
2026-03-30,002337,6.01,6.13,6.14,5.96,82046,49884410.21,2.95,0.33,0.02,1.4
2026-03-31,002337,6.13,6.09,6.23,6.08,67754,41736909.0,2.45,-0.65,-0.04,1.15
2026-04-01,002337,6.2,6.17,6.22,6.1,64510,39676089.4,1.97,1.31,0.08,1.1
2026-04-02,002337,6.17,6.06,6.19,5.98,63933,38864881.93,3.4,-1.78,-0.11,1.09
2026-04-03,002337,6.06,5.89,6.1,5.86,65272,38787808.0,3.96,-2.81,-0.17,1.11
2026-04-07,002337,5.88,6.02,6.08,5.87,70960,42599296.0,3.57,2.21,0.13,1.21
2026-04-08,002337,6.14,6.25,6.26,6.12,74640,46330311.0,2.33,3.82,0.23,1.27
2026-04-09,002337,6.2,6.14,6.25,6.11,58757,36222977.65,2.24,-1.76,-0.11,1.0
2026-04-10,002337,6.18,6.18,6.27,6.17,55653,34643783.42,1.63,0.65,0.04,0.95
2026-04-13,002337,6.17,6.14,6.19,6.06,62684,38321629.2,2.1,-0.65,-0.04,1.07
2026-04-14,002337,6.18,6.21,6.22,6.09,60372,37093849.26,2.12,1.14,0.07,1.03
2026-04-15,002337,6.22,6.11,6.22,6.08,62380,38324774.0,2.25,-1.61,-0.1,1.06
2026-04-16,002337,6.13,6.23,6.25,6.09,78721,48762300.0,2.62,1.96,0.12,1.34
2026-04-17,002337,6.22,6.16,6.22,6.08,97671,59920732.6,2.25,-1.12,-0.07,1.66
2026-04-20,002337,6.15,6.17,6.18,6.12,54210,33331961.0,0.97,0.16,0.01,0.92
2026-04-21,002337,6.15,6.13,6.18,6.07,66469,40647089.0,1.78,-0.65,-0.04,1.13
2026-04-22,002337,6.13,6.11,6.13,6.06,50003,30504454.71,1.14,-0.33,-0.02,0.85
2026-04-23,002337,6.11,5.94,6.13,5.89,131644,78174474.0,3.93,-2.78,-0.17,2.24
2026-04-24,002337,5.92,6.04,6.06,5.88,91640,54686469.67,3.03,1.68,0.1,1.56
2026-04-27,002337,5.99,6.13,6.14,5.89,101533,61168993.14,4.14,1.49,0.09,1.73
