日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,600858,6.38,6.24,6.39,6.2,180326,112951853.0,2.97,-2.5,-0.16,3.48
2026-02-27,600858,6.21,6.25,6.27,6.21,123478,77065803.0,0.96,0.16,0.01,2.39
2026-03-02,600858,6.15,6.15,6.19,6.03,158324,96920285.0,2.56,-1.6,-0.1,3.06
2026-03-03,600858,6.17,6.03,6.2,6.01,122292,74659164.0,3.09,-1.95,-0.12,2.36
2026-03-04,600858,5.98,5.95,6.05,5.88,103034,61353068.0,2.82,-1.33,-0.08,1.99
2026-03-05,600858,5.98,6.02,6.1,5.98,88369,53447298.0,2.02,1.18,0.07,1.71
2026-03-06,600858,6.0,6.13,6.14,5.97,93016,56682293.0,2.82,1.83,0.11,1.8
2026-03-09,600858,6.08,6.07,6.12,6.02,82377,49873531.0,1.63,-0.98,-0.06,1.59
2026-03-10,600858,6.09,6.12,6.14,6.08,68776,42055163.0,0.99,0.82,0.05,1.33
2026-03-11,600858,6.12,6.07,6.12,6.03,70441,42759182.0,1.47,-0.82,-0.05,1.36
2026-03-12,600858,6.04,6.05,6.1,6.03,75427,45767372.0,1.15,-0.33,-0.02,1.46
2026-03-13,600858,6.04,6.03,6.13,6.0,83926,50954674.0,2.15,-0.33,-0.02,1.62
2026-03-16,600858,6.03,6.09,6.11,6.02,68938,41761566.0,1.49,1.0,0.06,1.33
2026-03-17,600858,6.09,6.01,6.14,5.99,80245,48710905.0,2.46,-1.31,-0.08,1.55
2026-03-18,600858,5.98,6.0,6.03,5.89,77486,46071621.0,2.33,-0.17,-0.01,1.5
2026-03-19,600858,5.95,5.86,6.0,5.85,60697,35846609.0,2.5,-2.33,-0.14,1.17
2026-03-20,600858,5.89,5.77,5.99,5.76,92414,53945414.0,3.92,-1.54,-0.09,1.79
2026-03-23,600858,5.73,5.48,5.73,5.43,119170,66466575.0,5.2,-5.03,-0.29,2.3
2026-03-24,600858,5.58,5.74,5.74,5.52,131516,74166598.0,4.01,4.74,0.26,2.54
2026-03-25,600858,5.76,5.87,5.89,5.72,92547,53862331.0,2.96,2.26,0.13,1.79
2026-03-26,600858,5.88,5.86,5.97,5.84,79350,46719255.0,2.21,-0.17,-0.01,1.53
2026-03-27,600858,5.81,5.89,5.92,5.8,53360,31404913.0,2.05,0.51,0.03,1.03
2026-03-30,600858,5.84,5.92,5.94,5.8,63886,37588209.0,2.38,0.51,0.03,1.23
2026-03-31,600858,5.92,5.86,5.99,5.83,66400,39291877.0,2.7,-1.01,-0.06,1.28
2026-04-01,600858,5.92,5.82,5.94,5.78,89797,52380279.0,2.73,-0.68,-0.04,1.74
2026-04-02,600858,5.81,5.76,5.84,5.73,57650,33321562.0,1.89,-1.03,-0.06,1.11
2026-04-03,600858,5.79,5.54,5.79,5.52,70956,39903826.0,4.69,-3.82,-0.22,1.37
2026-04-07,600858,5.54,5.65,5.67,5.5,68082,38108334.0,3.07,1.99,0.11,1.32
2026-04-08,600858,5.73,5.78,5.79,5.68,78075,44826411.0,1.95,2.3,0.13,1.51
2026-04-09,600858,5.74,5.61,5.77,5.6,61934,35042561.0,2.94,-2.94,-0.17,1.2
2026-04-10,600858,5.67,5.7,5.76,5.64,67736,38745517.0,2.14,1.6,0.09,1.31
2026-04-13,600858,5.69,5.66,5.69,5.61,47387,26743852.0,1.4,-0.7,-0.04,0.92
2026-04-14,600858,5.69,5.67,5.72,5.6,62893,35483642.0,2.12,0.18,0.01,1.22
2026-04-15,600858,5.66,5.62,5.68,5.61,45736,25802451.0,1.23,-0.88,-0.05,0.88
2026-04-16,600858,5.65,5.71,5.74,5.59,57960,32897673.0,2.67,1.6,0.09,1.12
2026-04-17,600858,5.71,5.63,5.74,5.61,72346,40903713.0,2.28,-1.4,-0.08,1.4
2026-04-20,600858,5.63,5.64,5.68,5.56,63313,35517999.0,2.13,0.18,0.01,1.22
2026-04-21,600858,5.62,5.62,5.67,5.55,67420,37730921.0,2.13,-0.35,-0.02,1.3
2026-04-22,600858,5.57,5.56,5.61,5.54,58827,32729695.0,1.25,-1.07,-0.06,1.14
2026-04-23,600858,5.56,5.54,5.62,5.5,77837,43241712.0,2.16,-0.36,-0.02,1.5
2026-04-24,600858,5.51,5.54,5.57,5.43,89849,49307798.0,2.53,0.0,0.0,1.74
2026-04-27,600858,5.54,5.68,5.72,5.49,108530,60927355.0,4.15,2.53,0.14,2.1
