日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,001205,16.83,16.82,17.48,16.52,151386,255907714.8,5.85,2.56,0.42,9.49
2026-02-27,001205,16.94,16.95,17.09,16.76,79913,134921333.0,1.96,0.77,0.13,5.01
2026-03-02,001205,17.11,17.05,17.49,16.66,136572,232695732.41,4.9,0.59,0.1,8.56
2026-03-03,001205,17.06,17.98,18.41,17.06,270537,478551446.71,7.92,5.45,0.93,16.96
2026-03-04,001205,17.21,16.18,17.26,16.18,184902,302313691.04,6.01,-10.01,-1.8,11.59
2026-03-05,001205,16.0,15.66,16.23,15.6,133097,210824862.51,3.89,-3.21,-0.52,8.34
2026-03-06,001205,15.6,16.06,16.07,15.5,72179,114229412.0,3.64,2.55,0.4,4.53
2026-03-09,001205,16.11,15.68,16.27,15.58,98037,154700869.2,4.3,-2.37,-0.38,6.15
2026-03-10,001205,15.61,15.77,15.87,15.61,56711,89266661.77,1.66,0.57,0.09,3.56
2026-03-11,001205,15.77,15.56,15.78,15.51,55498,86625291.27,1.71,-1.33,-0.21,3.48
2026-03-12,001205,15.58,15.6,15.68,15.5,41638,64835691.97,1.16,0.26,0.04,2.61
2026-03-13,001205,15.58,15.49,15.64,15.47,40342,62725657.17,1.09,-0.71,-0.11,2.53
2026-03-16,001205,15.56,15.62,15.7,15.45,38888,60495784.05,1.61,0.84,0.13,2.44
2026-03-17,001205,15.6,15.3,15.64,15.26,41220,63670321.55,2.43,-2.05,-0.32,2.58
2026-03-18,001205,15.28,15.34,15.38,15.14,26747,40825226.14,1.57,0.26,0.04,1.68
2026-03-19,001205,15.29,14.92,15.32,14.87,40859,61672903.5,2.93,-2.74,-0.42,2.56
2026-03-20,001205,14.91,14.52,15.09,14.52,31370,46160914.05,3.82,-2.68,-0.4,1.97
2026-03-23,001205,14.49,13.91,14.49,13.9,45933,64874601.86,4.06,-4.2,-0.61,2.88
2026-03-24,001205,14.17,14.12,14.24,13.81,38244,53763983.84,3.09,1.51,0.21,2.4
2026-03-25,001205,14.15,14.55,14.8,14.09,54172,78707118.58,5.03,3.05,0.43,3.4
2026-03-26,001205,14.54,14.26,14.66,14.19,37324,53685469.0,3.23,-1.99,-0.29,2.34
2026-03-27,001205,14.25,14.43,14.56,14.12,26508,38077696.2,3.09,1.19,0.17,1.66
2026-03-30,001205,14.36,14.38,14.48,14.13,19958,28596837.4,2.43,-0.35,-0.05,1.25
2026-03-31,001205,14.38,14.22,14.53,14.21,24475,35251402.0,2.23,-1.11,-0.16,1.47
2026-04-01,001205,14.47,14.61,14.63,14.38,33087,48007875.4,1.76,2.74,0.39,1.99
2026-04-02,001205,14.61,14.61,14.97,14.47,36420,53434630.0,3.42,0.0,0.0,2.19
2026-04-03,001205,14.71,14.16,14.75,14.12,28892,41256192.0,4.31,-3.08,-0.45,1.74
2026-04-07,001205,14.22,14.41,14.48,14.06,25702,36812077.3,2.97,1.77,0.25,1.54
2026-04-08,001205,14.61,14.69,14.77,14.55,37088,54357091.0,1.53,1.94,0.28,2.23
2026-04-09,001205,14.66,14.36,14.66,14.33,24140,34851688.0,2.25,-2.25,-0.33,1.45
2026-04-10,001205,14.48,14.38,14.55,14.36,22314,32253102.0,1.32,0.14,0.02,1.34
2026-04-13,001205,14.43,14.3,14.43,14.15,24867,35484542.0,1.95,-0.56,-0.08,1.49
2026-04-14,001205,14.36,14.38,14.4,14.24,18195,26027235.0,1.12,0.56,0.08,1.09
2026-04-15,001205,14.43,14.31,14.49,14.28,17922,25757576.0,1.46,-0.49,-0.07,1.08
2026-04-16,001205,14.34,14.5,14.53,14.28,20866,30014253.0,1.75,1.33,0.19,1.25
2026-04-17,001205,14.69,14.69,14.82,14.65,50537,74445272.0,1.17,1.31,0.19,3.04
2026-04-20,001205,14.88,14.63,14.94,14.55,50695,74272384.55,2.65,-0.41,-0.06,3.05
2026-04-21,001205,14.71,14.66,14.74,14.61,30215,44365425.8,0.89,0.21,0.03,1.81
2026-04-22,001205,14.66,14.75,14.8,14.64,30850,45329700.4,1.09,0.61,0.09,1.85
2026-04-23,001205,14.75,14.46,14.75,14.43,34133,49528398.0,2.17,-1.97,-0.29,2.05
2026-04-24,001205,14.45,14.6,14.69,14.25,29250,42337799.0,3.04,0.97,0.14,1.76
2026-04-27,001205,14.6,14.8,14.86,14.37,33462,48943754.0,3.36,1.37,0.2,2.01
