日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,600967,17.38,17.38,17.43,17.18,220632,381892763.0,1.44,0.17,0.03,1.3
2026-02-27,600967,17.38,17.35,17.47,17.29,229355,398109708.0,1.04,-0.17,-0.03,1.35
2026-03-02,600967,18.0,18.29,18.37,17.88,842263,1526013627.0,2.82,5.42,0.94,4.95
2026-03-03,600967,18.3,17.31,18.31,17.3,487491,856882936.0,5.52,-5.36,-0.98,2.86
2026-03-04,600967,17.09,17.5,17.75,16.82,358235,622478461.0,5.37,1.1,0.19,2.11
2026-03-05,600967,17.45,17.23,17.58,17.08,316716,545684287.0,2.86,-1.54,-0.27,1.86
2026-03-06,600967,17.15,17.01,17.23,16.99,252113,430084242.0,1.39,-1.28,-0.22,1.48
2026-03-09,600967,16.94,16.53,17.05,16.48,275619,457478478.0,3.35,-2.82,-0.48,1.62
2026-03-10,600967,16.55,16.69,16.82,16.55,170071,283839170.0,1.63,0.97,0.16,1.0
2026-03-11,600967,16.7,16.37,16.71,16.33,275694,453737087.0,2.28,-1.92,-0.32,1.62
2026-03-12,600967,16.25,16.07,16.26,16.03,214718,345548511.0,1.41,-1.83,-0.3,1.26
2026-03-13,600967,16.05,15.9,16.08,15.8,176964,282232274.0,1.74,-1.06,-0.17,1.04
2026-03-16,600967,15.9,16.02,16.04,15.8,137780,219173447.0,1.51,0.75,0.12,0.81
2026-03-17,600967,16.04,15.82,16.1,15.8,130574,207797395.0,1.87,-1.25,-0.2,0.77
2026-03-18,600967,15.82,15.56,15.87,15.49,173879,270718479.0,2.4,-1.64,-0.26,1.02
2026-03-19,600967,15.46,15.05,15.49,15.02,184624,280524164.0,3.02,-3.28,-0.51,1.08
2026-03-20,600967,15.02,14.71,15.15,14.71,171741,255848726.0,2.92,-2.26,-0.34,1.01
2026-03-23,600967,14.41,13.66,14.45,13.62,321354,449436763.0,5.64,-7.14,-1.05,1.89
2026-03-24,600967,13.93,14.88,15.0,13.77,543205,793045203.0,9.0,8.93,1.22,3.19
2026-03-25,600967,14.51,15.6,16.02,14.23,844439,1260544185.0,12.03,4.84,0.72,4.96
2026-03-26,600967,15.13,14.68,15.32,14.66,528559,790528306.0,4.23,-5.9,-0.92,3.11
2026-03-27,600967,14.35,14.89,15.2,14.32,362153,541932814.0,5.99,1.43,0.21,2.13
2026-03-30,600967,14.7,15.1,15.39,14.64,356319,539742238.0,5.04,1.41,0.21,2.09
2026-03-31,600967,15.0,14.72,15.15,14.69,262980,391225591.0,3.05,-2.52,-0.38,1.55
2026-04-01,600967,14.85,14.73,14.9,14.56,168775,248660334.0,2.31,0.07,0.01,0.99
2026-04-02,600967,14.69,14.7,14.96,14.56,209055,308230176.0,2.72,-0.2,-0.03,1.23
2026-04-03,600967,14.7,14.19,14.74,14.14,215377,307970345.0,4.08,-3.47,-0.51,1.27
2026-04-07,600967,14.2,14.26,14.3,14.15,104139,148266376.0,1.06,0.49,0.07,0.61
2026-04-08,600967,14.37,14.65,14.66,14.37,226731,330021950.0,2.03,2.73,0.39,1.33
2026-04-09,600967,14.55,14.45,14.76,14.38,174447,253103564.0,2.59,-1.37,-0.2,1.03
2026-04-10,600967,15.23,14.75,15.36,14.72,388196,583619899.0,4.43,2.08,0.3,2.28
2026-04-13,600967,14.56,14.76,14.91,14.56,211113,310622351.0,2.37,0.07,0.01,1.24
2026-04-14,600967,14.76,14.86,14.9,14.65,191373,282436488.0,1.69,0.68,0.1,1.12
2026-04-15,600967,14.87,14.76,14.95,14.72,169100,251077903.0,1.55,-0.67,-0.1,0.99
2026-04-16,600967,14.71,14.77,14.8,14.68,136701,201383060.0,0.81,0.07,0.01,0.8
2026-04-17,600967,14.7,14.91,14.93,14.56,211703,312316028.0,2.51,0.95,0.14,1.24
2026-04-20,600967,14.87,15.07,15.1,14.85,233927,351144664.0,1.68,1.07,0.16,1.37
2026-04-21,600967,15.1,14.96,15.25,14.9,214985,323209340.0,2.32,-0.73,-0.11,1.26
2026-04-22,600967,14.85,14.89,14.93,14.79,141511,210371816.0,0.94,-0.47,-0.07,0.83
2026-04-23,600967,14.85,14.61,14.94,14.57,169697,249332645.0,2.48,-1.88,-0.28,1.0
2026-04-24,600967,14.61,14.42,14.65,14.35,125883,181573775.0,2.05,-1.3,-0.19,0.74
2026-04-27,600967,14.42,14.35,14.46,14.3,111294,159797834.0,1.11,-0.49,-0.07,0.65
