日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,002737,14.09,14.01,14.12,13.98,20453,28653552.8,0.99,-0.57,-0.08,0.35
2026-02-27,002737,14.01,14.03,14.06,13.96,16592,23262502.49,0.71,0.14,0.02,0.28
2026-03-02,002737,13.94,13.74,14.06,13.67,41062,56746464.57,2.78,-2.07,-0.29,0.7
2026-03-03,002737,13.73,13.65,13.83,13.55,36372,49714353.27,2.04,-0.66,-0.09,0.62
2026-03-04,002737,13.62,13.41,13.64,13.36,32917,44352205.1,2.05,-1.76,-0.24,0.56
2026-03-05,002737,13.49,13.43,13.58,13.41,19411,26167205.0,1.27,0.15,0.02,0.33
2026-03-06,002737,13.42,13.6,13.62,13.4,22028,29881077.69,1.64,1.27,0.17,0.38
2026-03-09,002737,13.59,13.63,13.7,13.43,26493,35862138.3,1.99,0.22,0.03,0.45
2026-03-10,002737,13.63,13.68,13.71,13.58,22329,30459409.16,0.95,0.37,0.05,0.38
2026-03-11,002737,13.66,13.41,13.66,13.38,58558,78734626.81,2.05,-1.97,-0.27,1.0
2026-03-12,002737,13.41,12.92,13.41,12.88,111593,145490717.3,3.95,-3.65,-0.49,1.91
2026-03-13,002737,12.9,12.69,12.91,12.66,101743,129317288.6,1.93,-1.78,-0.23,1.74
2026-03-16,002737,12.66,12.55,12.67,12.44,79437,99379818.51,1.81,-1.1,-0.14,1.36
2026-03-17,002737,12.53,12.64,12.72,12.51,54386,68808359.44,1.67,0.72,0.09,0.93
2026-03-18,002737,12.64,12.6,12.65,12.5,33793,42455454.5,1.19,-0.32,-0.04,0.58
2026-03-19,002737,12.53,12.33,12.59,12.3,43636,54174773.48,2.3,-2.14,-0.27,0.75
2026-03-20,002737,12.36,12.4,12.63,12.34,46709,58260932.0,2.35,0.57,0.07,0.8
2026-03-23,002737,12.26,11.89,12.35,11.7,73076,87503973.5,5.24,-4.11,-0.51,1.25
2026-03-24,002737,11.99,12.08,12.08,11.85,47128,56393063.85,1.93,1.6,0.19,0.81
2026-03-25,002737,12.12,12.13,12.14,12.05,27734,33541608.0,0.75,0.41,0.05,0.47
2026-03-26,002737,12.13,12.01,12.26,11.96,27637,33457136.0,2.47,-0.99,-0.12,0.47
2026-03-27,002737,11.97,12.39,12.39,11.91,47316,57935425.97,4.0,3.16,0.38,0.81
2026-03-30,002737,12.29,12.55,12.58,12.22,44974,56049831.5,2.91,1.29,0.16,0.77
2026-03-31,002737,12.54,12.47,12.7,12.47,40413,50852778.62,1.83,-0.64,-0.08,0.69
2026-04-01,002737,12.61,12.7,12.75,12.4,54916,69370139.2,2.81,1.84,0.23,0.94
2026-04-02,002737,12.7,12.68,12.8,12.66,36377,46334452.0,1.1,-0.16,-0.02,0.62
2026-04-03,002737,12.68,12.4,12.75,12.38,32646,40768953.0,2.92,-2.21,-0.28,0.56
2026-04-07,002737,12.46,12.41,12.53,12.25,25803,31981780.0,2.26,0.08,0.01,0.44
2026-04-08,002737,12.54,12.49,12.66,12.44,47808,59777275.0,1.77,0.64,0.08,0.82
2026-04-09,002737,12.43,12.23,12.58,12.23,41361,51109032.61,2.8,-2.08,-0.26,0.71
2026-04-10,002737,12.34,12.25,12.41,12.22,28176,34677748.0,1.55,0.16,0.02,0.48
2026-04-13,002737,12.22,12.15,12.3,12.11,25591,31140474.45,1.55,-0.82,-0.1,0.44
2026-04-14,002737,12.26,12.22,12.26,12.11,26486,32212476.82,1.23,0.58,0.07,0.45
2026-04-15,002737,12.3,12.51,12.63,12.18,66344,82500155.44,3.68,2.37,0.29,1.14
2026-04-16,002737,12.51,12.39,12.54,12.33,31868,39489248.0,1.68,-0.96,-0.12,0.55
2026-04-17,002737,12.4,12.23,12.4,12.16,34002,41576248.93,1.94,-1.29,-0.16,0.58
2026-04-20,002737,12.23,12.31,12.33,12.15,21672,26545623.1,1.47,0.65,0.08,0.37
2026-04-21,002737,12.32,12.23,12.43,12.22,22314,27394882.0,1.71,-0.65,-0.08,0.38
2026-04-22,002737,12.27,12.16,12.27,12.1,22344,27182360.0,1.39,-0.57,-0.07,0.38
2026-04-23,002737,12.15,12.12,12.18,12.07,28373,34369942.0,0.9,-0.33,-0.04,0.49
2026-04-24,002737,12.11,12.2,12.26,12.03,32133,39125795.0,1.9,0.66,0.08,0.55
2026-04-27,002737,12.2,12.46,12.63,12.16,67520,84358843.79,3.85,2.13,0.26,1.16
