日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,002716,16.0,15.4,16.1,15.23,3074785,4791452573.09,5.48,-2.96,-0.47,13.23
2026-02-27,002716,15.4,15.79,16.09,15.26,2926330,4581406020.42,5.39,2.53,0.39,12.59
2026-03-02,002716,16.67,17.37,17.37,15.93,5005073,8311469205.94,9.12,10.01,1.58,21.53
2026-03-03,002716,16.31,15.67,16.88,15.64,4096242,6683270436.15,7.14,-9.79,-1.7,17.62
2026-03-04,002716,14.26,15.1,15.67,14.26,2469172,3709376117.06,9.0,-3.64,-0.57,10.62
2026-03-05,002716,15.41,14.8,15.49,14.58,2058238,3070174047.51,6.03,-1.99,-0.3,8.85
2026-03-06,002716,14.68,14.87,15.1,14.46,1617303,2400229535.47,4.32,0.47,0.07,6.96
2026-03-09,002716,14.51,14.75,14.99,14.08,1937532,2811903043.96,6.12,-0.81,-0.12,8.33
2026-03-10,002716,15.28,15.13,15.44,15.01,1810691,2759614973.79,2.92,2.58,0.38,7.79
2026-03-11,002716,15.19,14.67,15.23,14.55,1608533,2377856857.99,4.49,-3.04,-0.46,6.92
2026-03-12,002716,14.51,14.16,14.61,13.94,1659703,2363027569.37,4.57,-3.48,-0.51,7.14
2026-03-13,002716,13.99,13.52,14.16,13.44,1603719,2206177470.93,5.08,-4.52,-0.64,6.9
2026-03-16,002716,13.28,13.25,13.42,12.9,1823930,2403469149.68,3.85,-2.0,-0.27,7.85
2026-03-17,002716,13.47,13.25,13.63,13.22,1272465,1705135234.82,3.09,0.0,0.0,5.47
2026-03-18,002716,13.19,13.1,13.32,12.89,1115518,1455989183.41,3.25,-1.13,-0.15,4.8
2026-03-19,002716,12.61,12.25,12.8,12.16,1641224,2042117563.7,4.89,-6.49,-0.85,7.06
2026-03-20,002716,12.51,12.24,12.84,12.24,1687477,2120400576.03,4.9,-0.08,-0.01,7.26
2026-03-23,002716,11.95,11.13,12.04,11.03,2217835,2550048595.65,8.25,-9.07,-1.11,9.54
2026-03-24,002716,11.68,11.64,11.74,11.21,1784455,2047176746.87,4.76,4.58,0.51,7.68
2026-03-25,002716,12.49,12.13,12.68,12.01,2373229,2914922008.75,5.76,4.21,0.49,10.21
2026-03-26,002716,11.84,11.66,12.1,11.55,1398857,1647100595.24,4.53,-3.87,-0.47,6.02
2026-03-27,002716,11.39,11.8,11.92,11.37,1369031,1604934679.61,4.72,1.2,0.14,5.89
2026-03-30,002716,11.76,12.0,12.04,11.58,1277269,1515341470.86,3.9,1.69,0.2,5.49
2026-03-31,002716,12.16,12.04,12.56,11.96,2275989,2776473520.5,5.0,0.33,0.04,9.79
2026-04-01,002716,12.34,12.05,12.46,11.86,1905544,2306975455.15,4.98,0.08,0.01,8.2
2026-04-02,002716,11.87,11.55,11.91,11.41,1598912,1857845331.37,4.15,-4.15,-0.5,6.88
2026-04-03,002716,11.68,11.31,11.75,11.19,998098,1132545534.85,4.85,-2.08,-0.24,4.29
2026-04-07,002716,11.31,11.35,11.45,11.23,811310,921733166.59,1.95,0.35,0.04,3.49
2026-04-08,002716,12.0,12.49,12.49,11.91,2125424,2605290165.89,5.11,10.04,1.14,9.14
2026-04-09,002716,12.06,12.07,12.25,11.82,1961387,2360227790.79,3.44,-3.36,-0.42,8.44
2026-04-10,002716,12.26,11.92,12.4,11.9,1646090,1993965611.96,4.14,-1.24,-0.15,7.08
2026-04-13,002716,11.84,11.88,11.92,11.7,1008477,1192523911.03,1.85,-0.34,-0.04,4.34
2026-04-14,002716,12.09,12.08,12.17,11.83,1284457,1537526164.54,2.86,1.68,0.2,5.52
2026-04-15,002716,12.48,11.94,12.54,11.88,2434447,2976048703.55,5.46,-1.16,-0.14,10.47
2026-04-16,002716,12.13,12.05,12.18,11.74,1668134,1997214155.0,3.69,0.92,0.11,7.18
2026-04-17,002716,11.86,12.08,12.19,11.75,1417454,1702746104.3,3.65,0.25,0.03,6.1
2026-04-20,002716,12.09,12.32,12.44,12.09,1664595,2049073777.51,2.9,1.99,0.24,7.16
2026-04-21,002716,12.39,12.34,12.43,12.02,1158056,1418303151.21,3.33,0.16,0.02,4.98
2026-04-22,002716,12.2,12.67,12.72,11.93,1970401,2445129971.64,6.4,2.67,0.33,8.48
2026-04-23,002716,12.69,11.79,12.71,11.6,3012083,3582815637.91,8.76,-6.95,-0.88,12.96
2026-04-24,002716,11.69,11.57,11.72,11.31,1307462,1502906373.07,3.48,-1.87,-0.22,5.62
2026-04-27,002716,11.46,11.4,11.56,11.28,866239,988146721.31,2.42,-1.47,-0.17,3.73
