日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-02-26,600821,6.55,6.72,6.98,6.54,1951112,1319717700.0,6.73,2.75,0.18,9.77
2026-02-27,600821,6.6,7.39,7.39,6.6,3368734,2437367275.0,11.76,9.97,0.67,16.87
2026-03-02,600821,7.39,7.4,7.88,7.29,4112983,3118773149.0,7.98,0.14,0.01,20.59
2026-03-03,600821,7.22,7.15,7.61,7.08,2776189,2030385415.0,7.16,-3.38,-0.25,13.9
2026-03-04,600821,7.1,7.87,7.87,7.1,2901182,2237801781.0,10.77,10.07,0.72,14.53
2026-03-05,600821,7.88,7.82,8.28,7.6,3798127,3018826825.0,8.64,-0.64,-0.05,19.02
2026-03-06,600821,8.07,8.6,8.6,8.07,1293714,1097969937.0,6.78,9.97,0.78,6.48
2026-03-09,600821,9.46,9.46,9.46,9.46,803711,760310417.0,0.0,10.0,0.86,4.02
2026-03-10,600821,10.41,9.66,10.41,9.39,6754614,6701587218.0,10.78,2.11,0.2,33.82
2026-03-11,600821,9.66,9.88,10.22,9.05,5407428,5270191685.0,12.11,2.28,0.22,27.07
2026-03-12,600821,9.81,10.87,10.87,9.81,4690316,4826750574.0,10.73,10.02,0.99,23.48
2026-03-13,600821,10.9,10.15,11.18,10.02,5001465,5269198045.0,10.67,-6.62,-0.72,25.04
2026-03-16,600821,10.0,10.65,10.77,9.15,4723891,4717617986.0,15.96,4.93,0.5,23.65
2026-03-17,600821,10.36,9.7,10.48,9.63,3818866,3862726323.0,7.98,-8.92,-0.95,19.12
2026-03-18,600821,9.79,10.45,10.67,9.79,5644507,5933800988.0,9.07,7.73,0.75,28.26
2026-03-19,600821,10.05,11.11,11.5,10.05,6697935,7466655698.0,13.88,6.32,0.66,33.54
2026-03-20,600821,10.88,10.71,12.2,10.58,6748118,7659530207.0,14.58,-3.6,-0.4,33.79
2026-03-23,600821,10.38,10.06,11.4,9.9,5770322,6195318990.0,14.01,-6.07,-0.65,28.89
2026-03-24,600821,10.21,11.07,11.07,9.5,6134631,6439102612.0,15.61,10.04,1.01,30.72
2026-03-25,600821,11.42,11.25,11.65,11.05,7012999,7955525145.0,5.42,1.63,0.18,35.11
2026-03-26,600821,10.89,10.44,11.7,10.41,5614324,6156820948.0,11.47,-7.2,-0.81,28.11
2026-03-27,600821,10.33,10.08,10.55,9.83,4473706,4498078567.0,6.9,-3.45,-0.36,22.4
2026-03-30,600821,9.72,9.15,9.82,9.07,4034391,3707036239.0,7.44,-9.23,-0.93,20.2
2026-03-31,600821,9.25,8.78,9.45,8.77,3156607,2872496411.0,7.43,-4.04,-0.37,16.05
2026-04-01,600821,9.0,9.04,9.28,8.68,3285829,2971618855.0,6.83,2.96,0.26,16.7
2026-04-02,600821,8.9,8.28,8.95,8.22,3324012,2820979836.0,8.08,-8.41,-0.76,16.9
2026-04-03,600821,8.3,7.92,8.34,7.85,2462330,1972647462.0,5.92,-4.35,-0.36,12.52
2026-04-07,600821,8.04,8.08,8.2,7.85,2009157,1617242686.0,4.42,2.02,0.16,10.21
2026-04-08,600821,8.22,8.31,8.39,8.15,2271699,1877129766.0,2.97,2.85,0.23,11.55
2026-04-09,600821,8.2,8.09,8.23,8.04,1636867,1327378662.0,2.29,-2.65,-0.22,8.32
2026-04-10,600821,8.2,7.99,8.24,7.95,1628266,1308191826.0,3.58,-1.24,-0.1,8.28
2026-04-13,600821,7.9,8.26,8.28,7.89,2105415,1713608422.0,4.88,3.38,0.27,10.7
2026-04-14,600821,8.3,8.37,8.59,8.25,2424207,2031604884.0,4.12,1.33,0.11,12.32
2026-04-15,600821,8.44,8.84,9.09,8.17,4049416,3469949064.0,10.99,5.62,0.47,20.58
2026-04-16,600821,8.76,8.86,9.09,8.41,3840059,3398111719.0,7.69,0.23,0.02,19.52
2026-04-17,600821,8.71,9.08,9.3,8.71,3358484,3052278058.0,6.66,2.48,0.22,17.07
2026-04-20,600821,8.9,9.39,9.45,8.85,3995967,3652770115.0,6.61,3.41,0.31,20.31
2026-04-21,600821,9.4,9.12,9.53,8.85,3568933,3279450454.0,7.24,-2.88,-0.27,18.14
2026-04-22,600821,8.93,9.04,9.35,8.9,2549783,2318354930.0,4.93,-0.88,-0.08,12.96
2026-04-23,600821,9.19,9.58,9.89,8.95,4148719,3869061642.0,10.4,5.97,0.54,21.09
2026-04-24,600821,9.39,8.88,9.5,8.87,2839109,2600919985.0,6.58,-7.31,-0.7,14.43
2026-04-27,600821,8.61,8.57,8.81,8.21,1866738,1598961606.0,6.76,-3.49,-0.31,9.49
