date,code,pre_close,price,change_pct,turnover_rate_daily,next_day_open_return,is_strong_open,is_limit_up,ma5_dev,ma10_dev,return_5d,return_10d,vol_vs_ma5,ma_bull_aligned,price_position_10d,volatility_10d,hist_limit_up_rate_20d,recent_high_touch_count,avg_amplitude_20d,score
2026-02-09,002382,5.969853232844109,6.02,0.84,0.95,0.1661,0,0,1.3127,1.3468,4.1522,-1.3115,1.0709,0,64.8649,1.5848,0.0,0,2.6936,26.0
2026-02-09,603125,17.899142914092085,17.96,0.34,3.38,0.2227,0,0,0.0111,-1.6268,-0.2222,-4.1111,1.1045,0,46.1165,1.7175,4.0,1,3.6096,26.0
2026-02-09,000031,3.7298587626815194,3.75,0.54,1.22,0.5333,1,0,0.3747,2.5711,2.7397,15.7407,0.6332,1,63.5417,4.5892,8.0,2,5.1632,25.0
2026-02-09,000952,7.939956547501481,8.04,1.26,2.73,0.0,0,0,2.0564,0.967,4.6875,3.2092,0.8924,0,61.0169,2.5459,0.0,0,4.574,22.0
2026-02-09,002081,3.7300880577817357,3.77,1.07,1.44,0.2653,0,0,0.3727,1.3169,4.1436,2.168,0.8891,0,70.8333,1.7922,0.0,0,2.9056,22.0
2026-02-09,600688,3.140120470030612,3.18,1.27,0.69,0.0,0,0,1.7926,0.8563,5.298,1.5974,0.8348,0,43.5897,3.0847,0.0,0,3.3988,22.0
2026-02-09,603819,12.599743867599251,12.79,1.51,1.67,0.0,0,0,1.7664,2.0587,3.6467,0.2351,0.8965,0,91.6667,1.4216,0.0,0,2.384,22.0
2026-02-10,603626,26.649721380389092,27.26,2.29,12.42,1.1739,1,0,11.1111,19.2946,21.1556,19.5614,2.0915,1,91.1058,5.7288,12.0,3,7.756,55.0
2026-02-10,002721,3.409868099658036,3.49,2.35,3.94,-0.5731,0,0,1.69,-1.5792,0.0,-2.7855,1.6295,0,20.0,4.7241,8.0,2,4.8804,51.0
2026-02-10,603125,17.95926361143752,18.34,2.12,4.74,-1.036,0,0,2.0022,0.7748,0.6034,-3.0655,1.5854,0,66.5,1.849,4.0,1,3.6896,51.0
2026-02-10,002297,12.860020140986908,12.77,-0.7,7.4,0.8614,1,0,-0.8694,3.0005,4.2449,1.4297,0.5782,1,66.8224,3.6717,4.0,1,5.546,35.0
2026-02-10,002378,25.190457097032876,25.13,-0.24,5.53,-0.5173,0,0,4.4038,5.6104,8.3657,6.7998,0.8067,1,75.8403,4.9901,4.0,2,8.0088,35.0
2026-02-10,600152,8.190049852477364,8.05,-1.71,3.1,0.2484,0,0,1.0291,2.9543,3.073,1.7699,0.6129,1,70.5263,2.7696,4.0,1,4.42,32.0
2026-02-10,605138,7.550352217481893,7.61,0.79,0.56,0.0,0,0,0.6614,1.9287,1.8742,3.3967,1.0195,1,90.4762,1.122,0.0,0,2.1152,29.0
2026-02-10,000952,8.040151063406878,8.09,0.62,2.92,0.1236,0,0,1.7354,1.8122,4.7927,-2.0581,0.9855,1,51.2195,1.603,0.0,0,4.3888,27.0
2026-02-10,000889,3.7998607380881326,3.82,0.53,2.23,0.0,0,0,2.8541,4.8011,5.8172,4.6575,1.1682,0,96.875,1.5951,4.0,1,3.4912,26.0
2026-02-10,603110,17.569921114639893,17.15,-2.39,3.26,0.0,0,0,-0.4065,0.9893,1.6598,0.7046,0.8203,1,58.8652,2.441,0.0,0,4.0436,25.0
2026-02-10,001211,29.650518682646794,29.44,-0.71,2.61,0.0,0,0,0.0748,0.9637,0.9602,0.7529,1.0145,1,72.8395,1.3651,0.0,0,2.9176,22.0
2026-02-10,001234,27.970713366973385,28.27,1.07,1.44,0.0,0,0,1.4862,3.2355,4.202,2.688,0.8991,0,98.9474,1.6013,0.0,0,2.8052,22.0
2026-02-10,603657,28.87986530652669,29.16,0.97,0.9,0.4115,0,0,1.5179,2.2548,3.1117,-1.4532,0.8236,0,76.4706,1.6587,0.0,0,3.1616,22.0
2026-02-10,002565,18.299425033171165,16.55,-9.56,18.53,-2.719,0,0,-5.3637,-3.8406,-2.2445,-4.6659,0.9668,1,18.3673,5.1073,8.0,2,8.306,20.0
2026-02-10,600151,16.040778112972017,15.42,-3.87,5.29,-0.1946,0,0,-2.8233,-0.6379,-2.0952,1.1811,0.7656,0,40.7583,2.9721,4.0,1,7.55,20.0
2026-02-10,601333,3.119983948635634,3.11,-0.32,0.73,0.3215,0,0,-0.5118,-0.4163,1.3029,0.0,0.7675,1,40.0,1.1897,0.0,0,1.6156,18.0
2026-02-10,605118,43.62214199759326,43.5,-0.28,0.72,-0.9885,0,0,1.4885,3.7493,2.4976,7.0637,0.6804,1,80.5237,1.9782,8.0,2,6.3552,18.0
