代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct
000037,深南电A,11.02,2.23,0.57,9.85,6.12,333940,36459.7,-1.71,0.59,38,36
002962,五方光电,16.97,2.35,0.53,8.91,4.04,186401,31556.5,-2.0,0.58,38,36
600493,凤竹纺织,7.28,2.82,1.03,3.68,5.65,100173,7158.6,1.11,0.96,37,35
000070,特发信息,20.15,0.9,0.81,11.46,9.66,1018323,201671.1,-2.03,0.85,37,35
603248,锡华科技,25.64,2.52,0.8,9.29,3.76,64421,16339.6,-0.49,0.78,36,34
603618,杭电股份,30.36,-0.65,1.01,14.39,5.76,994582,296235.1,3.38,1.0,35,33
603089,正裕工业,12.29,3.19,1.21,1.63,4.28,39244,4756.8,-0.42,1.1,35,33
000586,汇源通信,18.82,2.17,0.58,10.98,3.37,209981,39105.9,-3.51,0.62,33,31
000815,美利云,19.64,2.45,0.69,12.04,8.82,837164,163671.8,-2.95,0.73,33,31
000530,冰山冷热,5.87,3.16,0.87,3.87,5.62,232006,13389.6,-1.18,0.94,33,31
603178,圣龙股份,17.4,1.34,0.76,12.51,9.78,295797,50115.0,-9.27,0.73,32,30
600156,华升股份,9.23,1.21,0.62,12.11,10.2,487106,44558.7,-4.03,0.54,32,30
603738,泰晶科技,38.93,-2.21,1.19,22.5,11.81,868378,345849.0,4.69,1.16,30,28
000890,法尔胜,16.51,1.66,0.81,19.77,7.39,829433,135957.9,4.05,0.77,27,25
002866,传艺科技,25.95,-0.35,0.62,18.32,5.3,332049,84161.1,-1.12,0.62,25,23
002361,神剑股份,21.66,0.93,0.76,31.47,7.41,2545697,546942.7,-3.69,0.76,17,16
