代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score,enrich_score,enrich_notes
605151,西上海,21.76,3.97,0.0,0.0,0.0,4252300,9219.8,3.52,4.08,68,64,新浪,2026-04-30 20:18:22,102.48,93.62,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
000782,恒申新材,7.38,3.94,0.0,0.0,0.0,37133157,27307.4,7.35,3.14,65,61,新浪,2026-04-30 20:18:22,104.16,91.78999999999999,17.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘占优72%、腾讯尾段成交放大
601333,广深铁路,3.22,5.23,0.0,0.0,0.0,189661704,60626.2,5.02,4.24,65,61,新浪,2026-04-30 20:18:22,102.06,91.265,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
002737,葵花药业,13.88,5.95,0.0,0.0,0.0,22462339,31589.1,1.85,2.57,60,57,新浪,2026-04-30 20:18:22,100.8,90.2,20.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘占优62%、腾讯尾段成交放大
002721,金一文化,3.07,4.42,0.0,0.0,0.0,91177603,28145.4,5.5,2.85,62,59,新浪,2026-04-30 20:18:22,103.11,89.2775,17.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯尾段成交放大
603488,展鹏科技,11.65,2.19,0.0,0.0,0.0,18367704,21300.5,2.89,2.22,58,55,新浪,2026-04-30 20:18:22,98.28,88.07,20.0,同花顺量价齐升、同花顺突破5日线、腾讯买盘占优68%、腾讯尾段成交放大
003026,中晶科技,49.99,5.42,0.0,0.0,0.0,27302172,128557.6,5.97,1.8,63,60,新浪,2026-04-30 20:18:22,105.0,87.5,14.0,同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强62%、腾讯尾段成交放大
000546,金圆股份,7.72,4.75,0.0,0.0,0.0,129375300,99595.1,5.6,1.67,63,60,新浪,2026-04-30 20:18:22,104.79,87.4475,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
605358,立昂微,41.06,5.23,0.0,0.0,0.0,34999686,141778.8,3.43,1.66,63,60,新浪,2026-04-30 20:18:22,104.58,87.395,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
603156,养元饮品,37.55,4.77,0.0,0.0,0.0,11378098,41778.6,3.35,1.76,63,60,新浪,2026-04-30 20:18:22,103.95,87.2375,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
600460,士兰微,28.9,3.81,0.0,0.0,0.0,65421066,188622.9,4.21,1.97,63,60,新浪,2026-04-30 20:18:22,103.74,87.185,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
002695,煌上煌,12.49,3.48,0.0,0.0,0.0,18284367,22770.4,3.6,2.13,60,57,新浪,2026-04-30 20:18:22,101.85,86.4625,16.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线、腾讯买盘偏强55%
600429,三元股份,6.09,4.46,0.0,0.0,0.0,30722103,18505.8,4.74,2.8,62,59,新浪,2026-04-30 20:18:22,102.89999999999999,86.225,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
002266,浙富控股,5.28,4.76,0.0,0.0,0.0,264001437,137893.4,4.68,2.95,67,63,新浪,2026-04-30 20:18:22,104.37,84.3425,8.0,同花顺突破5日线、腾讯尾段成交放大
002402,和而泰,31.66,2.1,0.0,0.0,0.0,42105391,133258.4,2.97,2.24,60,57,新浪,2026-04-30 20:18:22,99.96,82.99,13.0,同花顺量价齐升、腾讯买盘偏强56%、腾讯尾段成交放大
603660,苏州科达,12.16,6.48,0.0,0.0,0.0,60802745,72967.4,6.79,2.34,57,54,新浪,2026-04-30 20:18:22,103.32,82.58,14.0,同花顺量价齐升、同花顺突破5日线、腾讯尾段成交放大
603356,华菱精工,19.1,4.2,0.0,0.0,0.0,6685500,12628.1,3.36,1.68,58,55,新浪,2026-04-30 20:18:22,102.27,82.0675,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
605369,拱东医疗,19.7,3.47,0.0,0.0,0.0,6003201,11878.8,3.79,2.4,60,57,新浪,2026-04-30 20:18:22,101.42999999999999,80.3575,10.0,同花顺量价齐升、同花顺突破5日线
600351,亚宝药业,7.08,2.31,0.0,0.0,0.0,35375634,24914.6,3.92,3.52,58,55,新浪,2026-04-30 20:18:22,94.71000000000001,80.17750000000001,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
603818,曲美家居,3.7,4.82,0.0,0.0,0.0,27457045,10132.9,1.82,1.51,56,53,新浪,2026-04-30 20:18:22,100.17,80.0425,13.0,同花顺量价齐升、同花顺连续上涨、同花顺突破5日线
