代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score
600167,联美控股,6.82,1.34,0.0,0.0,0.0,7988100,5430.2,-0.03,0.62,22,20,新浪,2026-04-28 14:14:28,,22.0
002511,中顺洁柔,8.74,1.16,0.0,0.0,0.0,25267714,22436.0,-1.84,0.89,22,20,新浪,2026-04-28 14:14:28,,22.0
002930,宏川智慧,12.62,1.86,0.0,0.0,0.0,7457754,9385.2,-3.85,1.28,22,20,新浪,2026-04-28 14:14:28,,22.0
603678,火炬电子,35.27,2.0,0.0,0.0,0.0,12697050,44620.5,-1.29,0.83,22,20,新浪,2026-04-28 14:14:28,,22.0
601000,唐山港,4.89,1.45,0.0,0.0,0.0,23651324,11482.1,-0.86,0.77,22,20,新浪,2026-04-28 14:14:28,,22.0
600671,天目药业,19.55,1.45,0.0,0.0,0.0,2698700,5296.1,0.76,0.86,22,20,新浪,2026-04-28 14:14:28,,22.0
000895,双汇发展,29.14,1.22,0.0,0.0,0.0,9793822,28252.3,-0.64,0.88,22,20,新浪,2026-04-28 14:14:28,,22.0
600618,氯碱化工,13.06,1.48,0.0,0.0,0.0,9520640,12317.5,-1.44,0.63,22,20,新浪,2026-04-28 14:14:28,,22.0
002375,亚厦股份,4.11,1.73,0.0,0.0,0.0,20092581,8312.5,-2.04,0.6,22,20,新浪,2026-04-28 14:14:28,,22.0
000951,中国重汽,22.97,1.5,0.0,0.0,0.0,17522924,39550.3,-4.97,1.48,22,20,新浪,2026-04-28 14:14:28,,22.0
002555,三七互娱,21.61,2.17,0.0,0.0,0.0,47352569,102903.5,-0.85,0.76,21,20,新浪,2026-04-28 14:14:28,,21.0
600681,百川能源,4.05,1.25,0.0,0.0,0.0,15821341,6358.0,-0.5,0.6,20,19,新浪,2026-04-28 14:14:28,,20.0
600674,川投能源,15.33,1.79,0.0,0.0,0.0,37360932,56982.9,0.19,0.76,20,19,新浪,2026-04-28 14:14:28,,20.0
002828,贝肯能源,11.96,1.61,0.0,0.0,0.0,11769960,14009.9,0.2,0.74,20,19,新浪,2026-04-28 14:14:28,,20.0
001872,招商港口,22.0,1.52,0.0,0.0,0.0,1955800,4270.0,-0.32,0.81,20,19,新浪,2026-04-28 14:14:28,,20.0
000707,双环科技,6.01,1.35,0.0,0.0,0.0,16735681,10056.3,-1.98,0.72,20,19,新浪,2026-04-28 14:14:28,,20.0
000524,岭南控股,10.29,1.08,0.0,0.0,0.0,8367500,8553.6,-0.29,0.87,20,19,新浪,2026-04-28 14:14:28,,20.0
600403,大有能源,5.81,1.75,0.0,0.0,0.0,15003186,8629.9,-0.7,0.81,20,19,新浪,2026-04-28 14:14:28,,20.0
002135,东南网架,7.52,1.07,0.0,0.0,0.0,28648921,21509.8,-0.51,0.74,20,19,新浪,2026-04-28 14:14:28,,20.0
603863,松炀资源,17.89,1.07,0.0,0.0,0.0,3945100,7041.4,-0.67,0.84,20,19,新浪,2026-04-28 14:14:28,,20.0
600149,廊坊发展,6.31,1.94,0.0,0.0,0.0,22411300,14132.4,-0.42,0.72,20,19,新浪,2026-04-28 14:14:28,,20.0
002541,鸿路钢构,20.79,7.33,0.0,0.0,0.0,9984477,20264.4,-2.01,0.73,20,19,新浪,2026-04-28 14:14:28,,20.0
002100,天康生物,7.67,2.27,0.0,0.0,0.0,22261899,16722.0,-2.57,0.51,18,17,新浪,2026-04-28 14:14:28,,18.0
603049,中策橡胶,49.19,2.08,0.0,0.0,0.0,3375621,16462.0,-1.54,0.96,18,17,新浪,2026-04-28 14:14:28,,18.0
002309,中利集团,4.29,3.12,0.0,0.0,0.0,298004100,128630.6,-1.7,0.58,18,17,新浪,2026-04-28 14:14:28,,18.0
605196,华通线缆,44.23,3.12,0.0,0.0,0.0,9495200,41847.4,-1.65,0.72,18,17,新浪,2026-04-28 14:14:28,,18.0
002517,恺英网络,17.46,2.46,0.0,0.0,0.0,51933293,90388.0,-1.66,0.71,18,17,新浪,2026-04-28 14:14:28,,18.0
603909,建发合诚,12.05,2.47,0.0,0.0,0.0,6327954,7606.6,-2.84,0.55,18,17,新浪,2026-04-28 14:14:28,,18.0
601900,南方传媒,12.7,3.42,0.0,0.0,0.0,11010440,13929.0,-5.23,0.87,18,17,新浪,2026-04-28 14:14:28,,18.0
002163,海南发展,12.18,2.1,0.0,0.0,0.0,50173713,61868.3,-2.88,0.76,18,17,新浪,2026-04-28 14:14:28,,18.0
002547,春兴精工,3.2,1.59,0.0,0.0,0.0,50881536,16341.8,-2.36,1.08,18,17,新浪,2026-04-28 14:14:28,,18.0
000995,皇台酒业,13.79,3.06,0.0,0.0,0.0,9700001,13063.4,-2.38,0.79,18,17,新浪,2026-04-28 14:14:28,,18.0
000911,广农糖业,6.07,2.19,0.0,0.0,0.0,12544601,7582.8,-1.03,0.68,18,17,新浪,2026-04-28 14:14:28,,18.0
600619,海立股份,17.6,2.33,0.0,0.0,0.0,26396517,46196.1,-1.47,0.72,18,17,新浪,2026-04-28 14:14:28,,18.0
600515,海南机场,3.56,2.3,0.0,0.0,0.0,144861293,51602.4,-0.11,0.84,18,17,新浪,2026-04-28 14:14:28,,18.0
002112,三变科技,20.22,2.59,0.0,0.0,0.0,19629382,39413.9,-4.2,0.96,18,17,新浪,2026-04-28 14:14:28,,18.0
002714,牧原股份,43.11,2.01,0.0,0.0,0.0,31241048,132995.7,-3.56,0.99,18,17,新浪,2026-04-28 14:14:28,,18.0
002221,东华能源,7.91,2.59,0.0,0.0,0.0,15372995,12121.6,-4.08,0.66,18,17,新浪,2026-04-28 14:14:28,,18.0
600668,尖峰集团,11.18,2.95,0.0,0.0,0.0,13455241,14848.5,-3.33,0.68,18,17,新浪,2026-04-28 14:14:28,,18.0
600863,华能蒙电,4.62,1.32,0.0,0.0,0.0,56249600,25729.6,-2.94,1.04,18,17,新浪,2026-04-28 14:14:28,,18.0
001201,东瑞股份,12.99,2.61,0.0,0.0,0.0,5067960,6500.3,-2.18,0.69,18,17,新浪,2026-04-28 14:14:28,,18.0
002043,兔 宝 宝,13.99,2.87,0.0,0.0,0.0,6155900,8533.5,-2.03,0.94,18,17,新浪,2026-04-28 14:14:28,,18.0
001914,招商积余,10.07,1.1,0.0,0.0,0.0,3931213,3947.4,-1.7,0.99,17,16,新浪,2026-04-28 14:14:28,,17.0
600800,渤海化学,4.64,1.09,0.0,0.0,0.0,39962949,18643.6,-4.3,0.74,17,16,新浪,2026-04-28 14:14:28,,17.0
002039,黔源电力,20.71,1.17,0.0,0.0,0.0,7821597,16131.0,-3.81,0.51,17,16,新浪,2026-04-28 14:14:28,,17.0
000166,申万宏源,4.69,1.51,0.0,0.0,0.0,84168871,39362.5,-0.82,0.85,17,16,新浪,2026-04-28 14:14:28,,17.0
001979,招商蛇口,8.61,1.65,0.0,0.0,0.0,34757587,29892.9,-0.82,0.97,17,16,新浪,2026-04-28 14:14:28,,17.0
002982,湘佳股份,14.18,1.58,0.0,0.0,0.0,6364763,8961.7,-3.78,0.54,17,16,新浪,2026-04-28 14:14:28,,17.0
601066,中信建投,21.76,1.54,0.0,0.0,0.0,13159470,28728.8,-0.83,0.72,17,16,新浪,2026-04-28 14:14:28,,17.0
000959,首钢股份,4.49,1.13,0.0,0.0,0.0,28313409,12576.8,-1.11,0.85,17,16,新浪,2026-04-28 14:14:28,,17.0
600269,赣粤高速,4.41,1.15,0.0,0.0,0.0,12531800,5489.6,-1.45,0.95,17,16,新浪,2026-04-28 14:14:28,,17.0
600962,国投中鲁,21.14,1.64,0.0,0.0,0.0,4865900,10338.1,-2.31,0.58,17,16,新浪,2026-04-28 14:14:28,,17.0
000731,四川美丰,7.2,1.12,0.0,0.0,0.0,20204400,14438.5,-1.6,0.77,17,16,新浪,2026-04-28 14:14:28,,17.0
601179,中国西电,17.19,1.6,0.0,0.0,0.0,184235678,311125.1,-3.85,0.6,17,16,新浪,2026-04-28 14:14:28,,17.0
000998,隆平高科,9.76,1.35,0.0,0.0,0.0,16583120,16044.6,-0.72,0.77,17,16,新浪,2026-04-28 14:14:28,,17.0
000969,安泰科技,20.95,1.35,0.0,0.0,0.0,24268776,51586.5,-3.2,0.63,17,16,新浪,2026-04-28 14:14:28,,17.0
601236,红塔证券,7.67,1.19,0.0,0.0,0.0,13365858,10268.6,-1.02,0.96,17,16,新浪,2026-04-28 14:14:28,,17.0
600827,百联股份,8.22,1.23,0.0,0.0,0.0,12564688,10312.2,-0.15,0.71,17,16,新浪,2026-04-28 14:14:28,,17.0
600717,天津港,4.53,1.34,0.0,0.0,0.0,13541639,6097.7,-0.67,0.94,17,16,新浪,2026-04-28 14:14:28,,17.0
601059,信达证券,16.81,1.33,0.0,0.0,0.0,7266422,12185.5,-0.67,0.89,17,16,新浪,2026-04-28 14:14:28,,17.0
000876,新 希 望,8.66,1.76,0.0,0.0,0.0,31728831,27262.1,-1.53,0.64,17,16,新浪,2026-04-28 14:14:28,,17.0
000498,山东路桥,5.78,1.4,0.0,0.0,0.0,11033533,6306.6,-1.01,0.8,17,16,新浪,2026-04-28 14:14:28,,17.0
600019,宝钢股份,6.37,1.27,0.0,0.0,0.0,66833152,42409.7,-0.76,0.81,17,16,新浪,2026-04-28 14:14:28,,17.0
603858,步长制药,16.5,1.85,0.0,0.0,0.0,5971882,9863.4,-1.24,0.94,17,16,新浪,2026-04-28 14:14:28,,17.0
603172,万丰股份,21.3,1.19,0.0,0.0,0.0,2211900,4713.5,-0.23,0.69,17,16,新浪,2026-04-28 14:14:28,,17.0
601326,秦港股份,3.52,1.44,0.0,0.0,0.0,15613000,5458.3,-1.7,0.92,17,16,新浪,2026-04-28 14:14:28,,17.0
002062,宏润建设,8.87,1.84,0.0,0.0,0.0,27014698,24100.7,-3.97,0.59,17,16,新浪,2026-04-28 14:14:28,,17.0
601901,方正证券,7.06,1.44,0.0,0.0,0.0,62374713,43960.1,-0.46,0.86,17,16,新浪,2026-04-28 14:14:28,,17.0
600582,天地科技,5.77,1.23,0.0,0.0,0.0,32120053,18295.2,-0.21,0.87,17,16,新浪,2026-04-28 14:14:28,,17.0
003027,同兴科技,24.42,1.92,0.0,0.0,0.0,11828378,29231.6,-2.48,0.69,17,16,新浪,2026-04-28 14:14:28,,17.0
600094,大名城,4.68,1.74,0.0,0.0,0.0,20234700,9470.9,-2.58,0.88,17,16,新浪,2026-04-28 14:14:28,,17.0
603590,康辰药业,36.22,1.23,0.0,0.0,0.0,4235700,15673.7,-0.97,0.77,17,16,新浪,2026-04-28 14:14:28,,17.0
000863,三湘印象,4.6,1.77,0.0,0.0,0.0,23595913,10776.2,-0.7,0.61,17,16,新浪,2026-04-28 14:14:28,,17.0
002128,电投能源,32.23,1.19,0.0,0.0,0.0,10630449,33877.2,-2.9,1.0,15,14,新浪,2026-04-28 14:14:28,,15.0
000950,重药控股,5.95,1.19,0.0,0.0,0.0,29033125,17252.2,-1.84,0.72,12,11,新浪,2026-04-28 14:14:28,,12.0
600089,特变电工,26.88,1.36,0.0,0.0,0.0,128281062,340801.9,-2.64,0.83,12,11,新浪,2026-04-28 14:14:28,,12.0
603269,海鸥股份,14.82,1.72,0.0,0.0,0.0,14558090,21680.7,-3.46,0.57,12,11,新浪,2026-04-28 14:14:28,,12.0
000048,京基智农,14.15,1.51,0.0,0.0,0.0,9581442,13532.5,-3.81,1.0,12,11,新浪,2026-04-28 14:14:28,,12.0
000815,美利云,20.03,1.99,0.0,0.0,0.0,70380896,140088.1,-2.95,0.73,12,11,新浪,2026-04-28 14:14:28,,12.0
600751,海航科技,3.73,1.36,0.0,0.0,0.0,35088300,13119.9,-1.02,0.83,12,11,新浪,2026-04-28 14:14:28,,12.0
002797,第一创业,7.42,1.37,0.0,0.0,0.0,155254354,115635.0,-4.64,0.97,12,11,新浪,2026-04-28 14:14:28,,12.0
603737,三棵树,43.87,1.13,0.0,0.0,0.0,4251161,18740.0,-4.06,0.8,12,11,新浪,2026-04-28 14:14:28,,12.0
600230,沧州大化,19.19,1.48,0.0,0.0,0.0,9384291,17908.5,-1.5,0.75,12,11,新浪,2026-04-28 14:14:28,,12.0
603477,巨星农牧,17.5,1.27,0.0,0.0,0.0,10613049,18402.1,-3.57,0.64,12,11,新浪,2026-04-28 14:14:28,,12.0
000702,正虹科技,6.85,1.63,0.0,0.0,0.0,7134155,4848.0,-0.77,0.63,12,11,新浪,2026-04-28 14:14:28,,12.0
600764,中国海防,24.14,1.43,0.0,0.0,0.0,7699723,18739.7,-2.13,0.91,12,11,新浪,2026-04-28 14:14:28,,12.0
600262,北方股份,23.27,1.22,0.0,0.0,0.0,8929328,20955.5,-4.01,0.54,12,11,新浪,2026-04-28 14:14:28,,12.0
000788,北大医药,6.28,1.13,0.0,0.0,0.0,35394600,22352.5,-2.73,0.78,12,11,新浪,2026-04-28 14:14:28,,12.0
605086,龙高股份,31.75,1.93,0.0,0.0,0.0,2019320,6289.4,-4.69,0.75,12,11,新浪,2026-04-28 14:14:28,,12.0
002788,鹭燕医药,14.03,1.3,0.0,0.0,0.0,32495666,45946.1,-2.19,0.53,12,11,新浪,2026-04-28 14:14:28,,12.0
