代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score
601298,青岛港,9.08,1.68,0.0,0.0,0.0,7811000,7055.7,-0.84,1.33,35,33,新浪,2026-04-28 14:14:28,,35.0
002408,齐翔腾达,6.67,1.37,0.0,0.0,0.0,43225346,28770.3,4.35,1.4,35,33,新浪,2026-04-28 14:14:28,,35.0
002702,海欣食品,5.84,1.39,0.0,0.0,0.0,45604370,26261.7,2.45,1.35,35,33,新浪,2026-04-28 14:14:28,,35.0
002041,登海种业,9.94,4.08,0.0,0.0,0.0,16937810,16748.9,-4.15,1.4,35,33,新浪,2026-04-28 14:14:28,,35.0
600558,大西洋,5.58,4.3,0.0,0.0,0.0,38150392,21212.2,0.34,0.97,35,33,新浪,2026-04-28 14:14:28,,35.0
605222,起帆电缆,34.13,2.06,0.0,0.0,0.0,19653300,68593.0,0.29,0.71,34,32,新浪,2026-04-28 14:14:28,,34.0
002988,豪美新材,34.99,2.37,0.0,0.0,0.0,5467700,19168.3,0.9,1.03,34,32,新浪,2026-04-28 14:14:28,,34.0
600719,大连热电,7.63,2.14,0.0,0.0,0.0,22427500,16908.2,1.03,0.9,34,32,新浪,2026-04-28 14:14:28,,34.0
000407,胜利股份,4.78,1.06,0.0,0.0,0.0,20513300,9713.5,0.25,1.01,34,32,新浪,2026-04-28 14:14:28,,34.0
002457,青龙管业,11.44,4.0,0.0,0.0,0.0,26275570,29901.6,-0.79,1.02,34,32,新浪,2026-04-28 14:14:28,,34.0
001378,德冠新材,25.87,2.86,0.0,0.0,0.0,2621218,6772.9,-0.53,1.12,34,32,新浪,2026-04-28 14:14:28,,34.0
002144,宏达高科,14.32,1.34,0.0,0.0,0.0,4487900,6381.3,-4.45,2.41,34,32,新浪,2026-04-28 14:14:28,,34.0
002876,三利谱,30.52,3.07,0.0,0.0,0.0,10122647,30545.1,0.61,0.97,33,31,新浪,2026-04-28 14:14:28,,33.0
601717,中创智领,20.18,2.75,0.0,0.0,0.0,19411339,38826.0,-1.4,1.23,33,31,新浪,2026-04-28 14:14:28,,33.0
000422,湖北宜化,16.9,5.03,0.0,0.0,0.0,73870555,125337.1,-1.69,0.86,33,31,新浪,2026-04-28 14:14:28,,33.0
000922,佳电股份,14.45,3.73,0.0,0.0,0.0,19121340,27779.7,-0.51,0.8,33,31,新浪,2026-04-28 14:14:28,,33.0
002895,川恒股份,37.42,3.63,0.0,0.0,0.0,10214066,37729.6,-0.24,0.63,33,31,新浪,2026-04-28 14:14:28,,33.0
601098,中南传媒,11.14,2.02,0.0,0.0,0.0,9294900,10347.3,-1.34,1.26,33,31,新浪,2026-04-28 14:14:28,,33.0
600426,华鲁恒升,39.2,3.32,0.0,0.0,0.0,27829930,108159.5,3.72,0.74,33,31,新浪,2026-04-28 14:14:28,,33.0
603080,新疆火炬,21.96,1.29,0.0,0.0,0.0,2336000,5103.4,-0.06,1.2,33,31,新浪,2026-04-28 14:14:28,,33.0
601456,国联民生,9.49,2.93,0.0,0.0,0.0,55137699,52327.2,-0.82,1.22,33,31,新浪,2026-04-28 14:14:28,,33.0
000830,鲁西化工,17.04,2.22,0.0,0.0,0.0,31407982,53002.1,2.52,0.67,33,31,新浪,2026-04-28 14:14:28,,33.0
600332,白云山,22.92,2.83,0.0,0.0,0.0,21611630,49549.6,-1.33,1.37,33,31,新浪,2026-04-28 14:14:28,,33.0
603619,中曼石油,34.68,2.82,0.0,0.0,0.0,19039553,65415.1,2.17,0.7,33,31,新浪,2026-04-28 14:14:28,,33.0
600500,中化国际,4.46,5.69,0.0,0.0,0.0,55584290,24409.8,-0.28,0.78,33,31,新浪,2026-04-28 14:14:28,,33.0
600617,国新能源,3.46,2.37,0.0,0.0,0.0,47258747,16160.2,1.93,0.94,33,31,新浪,2026-04-28 14:14:28,,33.0
603316,诚邦股份,15.76,1.42,0.0,0.0,0.0,7719630,12063.8,0.41,1.09,33,31,新浪,2026-04-28 14:14:28,,33.0
601225,陕西煤业,26.01,2.48,0.0,0.0,0.0,45107269,115735.1,-1.46,1.39,33,31,新浪,2026-04-28 14:14:28,,33.0
601857,中国石油,12.13,1.42,0.0,0.0,0.0,149242407,179829.0,2.0,1.06,33,31,新浪,2026-04-28 14:14:28,,33.0
000869,张 裕Ａ,19.4,1.41,0.0,0.0,0.0,1658032,3216.1,0.22,1.23,33,31,新浪,2026-04-28 14:14:28,,33.0
600121,郑州煤电,4.21,1.45,0.0,0.0,0.0,35324246,14695.0,-0.38,1.28,32,30,新浪,2026-04-28 14:14:28,,32.0
002596,海南瑞泽,3.56,2.89,0.0,0.0,0.0,31904630,11176.7,0.7,1.2,32,30,新浪,2026-04-28 14:14:28,,32.0
605166,聚合顺,11.88,1.54,0.0,0.0,0.0,9831269,11637.7,1.44,0.9,32,30,新浪,2026-04-28 14:14:28,,32.0
600869,远东股份,17.44,1.16,0.0,0.0,0.0,98230420,169570.0,4.13,0.95,32,30,新浪,2026-04-28 14:14:28,,32.0
600027,华电国际,4.98,1.43,0.0,0.0,0.0,155484941,76118.0,1.28,0.74,32,30,新浪,2026-04-28 14:14:28,,32.0
000338,潍柴动力,30.01,1.18,0.0,0.0,0.0,97426617,292174.5,3.24,0.79,32,30,新浪,2026-04-28 14:14:28,,32.0
600375,汉马科技,5.33,1.72,0.0,0.0,0.0,28045059,14947.7,0.5,1.35,32,30,新浪,2026-04-28 14:14:28,,32.0
601838,成都银行,18.78,1.84,0.0,0.0,0.0,22080533,41123.3,2.17,0.78,32,30,新浪,2026-04-28 14:14:28,,32.0
600096,云天化,35.65,1.31,0.0,0.0,0.0,71696242,256966.9,1.24,0.92,32,30,新浪,2026-04-28 14:14:28,,32.0
603527,众源新材,12.27,1.32,0.0,0.0,0.0,20117307,24524.3,1.87,1.5,32,30,新浪,2026-04-28 14:14:28,,32.0
002603,以岭药业,17.05,1.73,0.0,0.0,0.0,27451360,46879.0,1.09,1.05,31,29,新浪,2026-04-28 14:14:28,,31.0
600740,山西焦化,4.3,2.14,0.0,0.0,0.0,41463726,17587.4,0.77,0.78,31,29,新浪,2026-04-28 14:14:28,,31.0
002513,蓝丰生化,6.31,1.12,0.0,0.0,0.0,8417600,5291.9,1.3,1.1,31,29,新浪,2026-04-28 14:14:28,,31.0
001299,美能能源,15.47,3.41,0.0,0.0,0.0,11640106,17731.9,0.63,0.64,31,29,新浪,2026-04-28 14:14:28,,31.0
002580,圣阳股份,29.35,1.84,0.0,0.0,0.0,109075590,316759.6,2.99,1.18,31,29,新浪,2026-04-28 14:14:28,,31.0
600901,江苏金租,6.98,2.05,0.0,0.0,0.0,24107943,16656.0,-2.43,0.85,31,29,新浪,2026-04-28 14:14:28,,31.0
603916,苏博特,11.49,2.59,0.0,0.0,0.0,26303615,30514.0,0.14,0.86,31,29,新浪,2026-04-28 14:14:28,,31.0
600763,通策医疗,43.56,2.06,0.0,0.0,0.0,8010095,34624.7,1.28,0.69,31,29,新浪,2026-04-28 14:14:28,,31.0
000415,渤海租赁,4.77,3.25,0.0,0.0,0.0,58618907,27591.3,-0.13,0.91,31,29,新浪,2026-04-28 14:14:28,,31.0
002805,丰元股份,18.94,3.16,0.0,0.0,0.0,22467340,42570.2,1.49,0.85,31,29,新浪,2026-04-28 14:14:28,,31.0
603027,千禾味业,9.69,2.11,0.0,0.0,0.0,11929401,11490.2,-0.59,0.64,31,29,新浪,2026-04-28 14:14:28,,31.0
002507,涪陵榨菜,12.63,1.45,0.0,0.0,0.0,12818967,16089.0,0.81,1.16,31,29,新浪,2026-04-28 14:14:28,,31.0
000937,冀中能源,5.78,2.12,0.0,0.0,0.0,20981320,12007.2,0.71,0.75,31,29,新浪,2026-04-28 14:14:28,,31.0
601088,中国神华,48.12,2.86,0.0,0.0,0.0,32634112,155365.6,0.47,0.75,31,29,新浪,2026-04-28 14:14:28,,31.0
603915,国茂股份,15.85,3.06,0.0,0.0,0.0,13498220,21441.7,-0.43,0.98,31,29,新浪,2026-04-28 14:14:28,,31.0
605011,杭州热电,20.53,2.7,0.0,0.0,0.0,4402170,8962.4,-0.99,0.53,31,29,新浪,2026-04-28 14:14:28,,31.0
002201,九鼎新材,14.45,2.27,0.0,0.0,0.0,80886753,115543.2,-2.39,0.63,31,29,新浪,2026-04-28 14:14:28,,31.0
000096,广聚能源,9.82,1.24,0.0,0.0,0.0,8568301,8330.8,0.35,1.19,31,29,新浪,2026-04-28 14:14:28,,31.0
603689,皖天然气,8.32,1.34,0.0,0.0,0.0,5170540,4279.6,0.47,1.06,31,29,新浪,2026-04-28 14:14:28,,31.0
000665,湖北广电,4.77,1.49,0.0,0.0,0.0,24621422,11846.8,0.99,1.14,31,29,新浪,2026-04-28 14:14:28,,31.0
603926,铁流股份,20.0,1.06,0.0,0.0,0.0,7648150,15316.0,1.41,0.84,30,28,新浪,2026-04-28 14:14:28,,30.0
600329,达仁堂,39.7,1.77,0.0,0.0,0.0,2736469,10812.9,-2.66,1.75,30,28,新浪,2026-04-28 14:14:28,,30.0
600352,浙江龙盛,13.26,1.76,0.0,0.0,0.0,41512481,54477.7,-0.03,1.26,30,28,新浪,2026-04-28 14:14:28,,30.0
001207,联科科技,18.55,4.68,0.0,0.0,0.0,9606900,17697.7,-0.21,0.43,30,28,新浪,2026-04-28 14:14:28,,30.0
605069,正和生态,14.34,1.13,0.0,0.0,0.0,4355210,6247.4,2.12,0.99,30,28,新浪,2026-04-28 14:14:28,,30.0
601890,亚星锚链,10.82,4.34,0.0,0.0,0.0,74640072,81751.7,-3.16,0.89,30,28,新浪,2026-04-28 14:14:28,,30.0
603681,永冠新材,18.15,4.31,0.0,0.0,0.0,12473443,22487.9,-1.14,0.85,30,28,新浪,2026-04-28 14:14:28,,30.0
000623,吉林敖东,18.55,4.27,0.0,0.0,0.0,22859121,42356.8,-0.49,0.81,30,28,新浪,2026-04-28 14:14:28,,30.0
603890,春秋电子,19.3,4.27,0.0,0.0,0.0,44095131,85808.6,-4.44,0.61,30,28,新浪,2026-04-28 14:14:28,,30.0
601878,浙商证券,9.79,4.26,0.0,0.0,0.0,78250479,76612.6,-0.8,0.94,30,28,新浪,2026-04-28 14:14:28,,30.0
600236,桂冠电力,10.1,5.98,0.0,0.0,0.0,24641826,24261.4,-5.27,0.79,30,28,新浪,2026-04-28 14:14:28,,30.0
605305,中际联合,48.2,6.05,0.0,0.0,0.0,12637588,60325.4,-1.86,0.66,30,28,新浪,2026-04-28 14:14:28,,30.0
000811,冰轮环境,24.53,6.19,0.0,0.0,0.0,59840816,144595.8,4.5,0.98,30,28,新浪,2026-04-28 14:14:28,,30.0
002453,华软科技,4.99,1.84,0.0,0.0,0.0,14494005,7217.9,-0.12,1.21,30,28,新浪,2026-04-28 14:14:28,,30.0
603178,圣龙股份,18.48,6.21,0.0,0.0,0.0,29152437,52345.8,-9.27,0.73,30,28,新浪,2026-04-28 14:14:28,,30.0
600234,科新发展,23.95,1.61,0.0,0.0,0.0,7314000,17581.3,1.17,0.66,30,28,新浪,2026-04-28 14:14:28,,30.0
002965,祥鑫科技,30.82,1.18,0.0,0.0,0.0,6020860,18636.8,-0.14,1.48,30,28,新浪,2026-04-28 14:14:28,,30.0
002818,富森美,11.08,1.47,0.0,0.0,0.0,3009345,3318.7,1.09,0.77,30,28,新浪,2026-04-28 14:14:28,,30.0
002746,仙坛股份,6.31,1.61,0.0,0.0,0.0,16816025,10511.1,0.23,0.79,30,28,新浪,2026-04-28 14:14:28,,30.0
002588,史丹利,11.42,1.78,0.0,0.0,0.0,21116400,23885.6,-1.46,0.57,30,28,新浪,2026-04-28 14:14:28,,30.0
603719,良品铺子,10.6,1.53,0.0,0.0,0.0,4819149,5098.4,1.5,0.9,30,28,新浪,2026-04-28 14:14:28,,30.0
002918,蒙娜丽莎,11.44,1.42,0.0,0.0,0.0,5350700,6156.2,-1.38,1.3,30,28,新浪,2026-04-28 14:14:28,,30.0
603127,昭衍新药,39.53,6.18,0.0,0.0,0.0,55213091,216405.8,-0.58,0.87,30,28,新浪,2026-04-28 14:14:28,,30.0
600478,科力远,7.86,1.42,0.0,0.0,0.0,54808928,42611.8,0.83,0.98,30,28,新浪,2026-04-28 14:14:28,,30.0
600463,空港股份,10.45,1.16,0.0,0.0,0.0,2311348,2395.8,1.89,0.87,30,28,新浪,2026-04-28 14:14:28,,30.0
000783,长江证券,7.29,2.24,0.0,0.0,0.0,68614797,50093.0,-0.81,1.16,29,27,新浪,2026-04-28 14:14:28,,29.0
002350,北京科锐,14.54,2.18,0.0,0.0,0.0,22862714,32291.8,1.31,1.0,29,27,新浪,2026-04-28 14:14:28,,29.0
000599,青岛双星,5.42,1.5,0.0,0.0,0.0,11814555,6341.5,0.23,1.0,29,27,新浪,2026-04-28 14:14:28,,29.0
002357,富临运业,11.31,1.16,0.0,0.0,0.0,9821550,11047.3,1.45,1.08,29,27,新浪,2026-04-28 14:14:28,,29.0
600470,六国化工,7.0,1.3,0.0,0.0,0.0,30751639,21494.3,-0.03,1.03,29,27,新浪,2026-04-28 14:14:28,,29.0
601117,中国化学,8.63,2.86,0.0,0.0,0.0,110943401,94822.3,-1.48,1.11,29,27,新浪,2026-04-28 14:14:28,,29.0
605303,园林股份,23.28,2.1,0.0,0.0,0.0,5884180,13577.9,0.38,0.58,29,27,新浪,2026-04-28 14:14:28,,29.0
002109,兴化股份,3.93,1.55,0.0,0.0,0.0,21327100,8284.1,-0.67,1.12,29,27,新浪,2026-04-28 14:14:28,,29.0
002271,东方雨虹,15.51,3.06,0.0,0.0,0.0,45102363,68887.1,-1.69,1.01,29,27,新浪,2026-04-28 14:14:28,,29.0
603669,灵康药业,4.37,2.34,0.0,0.0,0.0,14548156,6307.6,-1.07,1.1,29,27,新浪,2026-04-28 14:14:28,,29.0
002170,芭田股份,13.91,1.46,0.0,0.0,0.0,22492303,31161.6,-0.15,0.88,28,26,新浪,2026-04-28 14:14:28,,28.0
002079,苏州固锝,10.73,1.71,0.0,0.0,0.0,33585718,35835.0,-0.34,0.77,28,26,新浪,2026-04-28 14:14:28,,28.0
600012,皖通高速,16.14,1.13,0.0,0.0,0.0,2650553,4240.1,-0.16,0.84,28,26,新浪,2026-04-28 14:14:28,,28.0
002204,大连重工,6.93,1.61,0.0,0.0,0.0,32425957,22367.5,-0.67,1.06,28,26,新浪,2026-04-28 14:14:28,,28.0
000900,现代投资,4.15,1.22,0.0,0.0,0.0,11487110,4736.1,0.0,0.89,28,26,新浪,2026-04-28 14:14:28,,28.0
000567,海德股份,5.49,1.29,0.0,0.0,0.0,10639338,5814.3,0.22,0.69,28,26,新浪,2026-04-28 14:14:28,,28.0
600874,创业环保,6.29,1.78,0.0,0.0,0.0,11682374,7269.9,-0.26,0.95,28,26,新浪,2026-04-28 14:14:28,,28.0
601058,赛轮轮胎,14.58,8.08,0.0,0.0,0.0,119985556,171597.5,-0.95,1.0,28,26,新浪,2026-04-28 14:14:28,,28.0
600776,东方通信,17.04,1.79,0.0,0.0,0.0,44199607,74825.9,-0.1,0.74,28,26,新浪,2026-04-28 14:14:28,,28.0
603197,保隆科技,33.86,1.96,0.0,0.0,0.0,3458989,11690.1,-1.35,1.15,28,26,新浪,2026-04-28 14:14:28,,28.0
000990,诚志股份,12.93,3.19,0.0,0.0,0.0,75569464,94750.4,4.75,0.89,28,26,新浪,2026-04-28 14:14:28,,28.0
603303,得邦照明,16.46,3.13,0.0,0.0,0.0,2954832,4824.8,-0.78,0.56,28,26,新浪,2026-04-28 14:14:28,,28.0
003013,地铁设计,13.75,3.0,0.0,0.0,0.0,3925550,5340.3,-0.22,0.74,28,26,新浪,2026-04-28 14:14:28,,28.0
000582,北部湾港,11.16,2.95,0.0,0.0,0.0,36938510,40983.4,-0.59,0.95,28,26,新浪,2026-04-28 14:14:28,,28.0
600984,建设机械,4.02,2.81,0.0,0.0,0.0,25149900,10048.5,-3.84,1.3,28,26,新浪,2026-04-28 14:14:28,,28.0
601688,华泰证券,19.28,2.77,0.0,0.0,0.0,141765846,273744.8,-1.22,0.85,28,26,新浪,2026-04-28 14:14:28,,28.0
600282,南钢股份,5.35,2.49,0.0,0.0,0.0,48045562,25417.9,-3.76,1.23,28,26,新浪,2026-04-28 14:14:28,,28.0
601006,大秦铁路,5.39,2.47,0.0,0.0,0.0,164403947,87714.4,-0.27,0.75,28,26,新浪,2026-04-28 14:14:28,,28.0
600926,杭州银行,17.44,2.41,0.0,0.0,0.0,26872020,46441.2,-1.18,0.93,28,26,新浪,2026-04-28 14:14:28,,28.0
601598,中国外运,6.12,2.34,0.0,0.0,0.0,13449094,8142.0,-1.84,1.18,28,26,新浪,2026-04-28 14:14:28,,28.0
003001,中岩大地,16.76,2.19,0.0,0.0,0.0,3433358,5717.8,-0.59,1.31,28,26,新浪,2026-04-28 14:14:28,,28.0
000680,山推股份,11.67,2.1,0.0,0.0,0.0,20153605,23449.3,0.81,0.72,28,26,新浪,2026-04-28 14:14:28,,28.0
605007,五洲特纸,15.63,2.02,0.0,0.0,0.0,5972280,9238.6,-1.43,0.57,28,26,新浪,2026-04-28 14:14:28,,28.0
000520,凤凰航运,3.9,2.63,0.0,0.0,0.0,12356500,4771.5,-2.91,1.32,28,26,新浪,2026-04-28 14:14:28,,28.0
601665,齐鲁银行,6.4,1.91,0.0,0.0,0.0,42426007,26926.3,-0.29,0.73,28,26,新浪,2026-04-28 14:14:28,,28.0
002415,海康威视,34.58,1.8,0.0,0.0,0.0,65522952,225768.7,0.85,0.95,28,26,新浪,2026-04-28 14:14:28,,28.0
600015,华夏银行,7.18,1.56,0.0,0.0,0.0,58746690,41848.9,-0.92,1.41,27,25,新浪,2026-04-28 14:14:28,,27.0
600110,诺德股份,10.66,1.72,0.0,0.0,0.0,201532518,211286.7,5.22,0.99,27,25,新浪,2026-04-28 14:14:28,,27.0
000966,长源电力,4.66,1.52,0.0,0.0,0.0,77907793,35920.6,1.37,0.73,27,25,新浪,2026-04-28 14:14:28,,27.0
601607,上海医药,16.91,1.38,0.0,0.0,0.0,7813516,13173.1,-1.3,1.44,27,25,新浪,2026-04-28 14:14:28,,27.0
600999,招商证券,15.62,1.56,0.0,0.0,0.0,62190479,97318.4,-0.47,1.46,27,25,新浪,2026-04-28 14:14:28,,27.0
000786,北新建材,25.25,1.73,0.0,0.0,0.0,14130320,35125.9,-1.1,1.25,27,25,新浪,2026-04-28 14:14:28,,27.0
600792,云煤能源,4.38,1.16,0.0,0.0,0.0,20902400,9047.2,3.69,0.91,27,25,新浪,2026-04-28 14:14:28,,27.0
002255,海陆重工,11.15,3.43,0.0,0.0,0.0,37681427,42112.5,0.3,0.76,26,24,新浪,2026-04-28 14:14:28,,26.0
600613,神奇制药,5.86,1.21,0.0,0.0,0.0,10109700,5890.4,-0.28,1.1,26,24,新浪,2026-04-28 14:14:28,,26.0
603679,华体科技,14.34,3.09,0.0,0.0,0.0,8296528,11920.4,-0.04,0.9,26,24,新浪,2026-04-28 14:14:28,,26.0
002893,京能热力,10.72,2.49,0.0,0.0,0.0,9585700,10133.8,-0.95,0.71,26,24,新浪,2026-04-28 14:14:28,,26.0
002558,巨人网络,32.16,2.03,0.0,0.0,0.0,55509718,179030.2,-0.7,0.92,26,24,新浪,2026-04-28 14:14:28,,26.0
603059,倍加洁,34.28,1.24,0.0,0.0,0.0,1492250,5063.6,-2.03,1.15,26,24,新浪,2026-04-28 14:14:28,,26.0
002441,众业达,9.72,3.4,0.0,0.0,0.0,15585024,15138.5,-0.36,0.91,26,24,新浪,2026-04-28 14:14:28,,26.0
603035,常熟汽饰,13.71,2.01,0.0,0.0,0.0,6520521,8943.5,-0.1,0.52,26,24,新浪,2026-04-28 14:14:28,,26.0
600197,伊力特,12.19,2.52,0.0,0.0,0.0,5668801,6879.8,-0.44,0.91,26,24,新浪,2026-04-28 14:14:28,,26.0
603507,振江股份,46.46,2.95,0.0,0.0,0.0,11482711,52828.4,-0.48,0.85,26,24,新浪,2026-04-28 14:14:28,,26.0
603225,新凤鸣,17.63,2.86,0.0,0.0,0.0,12660792,22117.3,-0.31,0.69,26,24,新浪,2026-04-28 14:14:28,,26.0
002001,新 和 成,35.45,2.66,0.0,0.0,0.0,30705843,107723.2,-0.4,0.75,26,24,新浪,2026-04-28 14:14:28,,26.0
601015,陕西黑猫,4.05,1.25,0.0,0.0,0.0,45572891,18127.7,-0.2,0.92,25,23,新浪,2026-04-28 14:14:28,,25.0
601368,绿城水务,4.83,1.26,0.0,0.0,0.0,5259200,2528.1,0.25,0.92,25,23,新浪,2026-04-28 14:14:28,,25.0
000573,粤宏远Ａ,4.9,1.45,0.0,0.0,0.0,20233603,9952.8,-0.25,0.82,25,23,新浪,2026-04-28 14:14:28,,25.0
002208,合肥城建,12.79,1.43,0.0,0.0,0.0,23541700,30324.0,-0.43,0.64,25,23,新浪,2026-04-28 14:14:28,,25.0
600098,广州发展,7.23,1.26,0.0,0.0,0.0,21818949,15598.7,0.34,0.99,25,23,新浪,2026-04-28 14:14:28,,25.0
000692,惠天热电,4.5,1.35,0.0,0.0,0.0,14813300,6614.1,1.0,0.78,25,23,新浪,2026-04-28 14:14:28,,25.0
600968,海油发展,4.32,1.41,0.0,0.0,0.0,59146064,25356.9,0.28,0.82,25,23,新浪,2026-04-28 14:14:28,,25.0
002830,名雕股份,21.78,1.73,0.0,0.0,0.0,4048200,8741.9,-0.7,0.7,25,23,新浪,2026-04-28 14:14:28,,25.0
603311,金海高科,19.44,1.94,0.0,0.0,0.0,9195200,18226.7,1.72,0.87,25,23,新浪,2026-04-28 14:14:28,,25.0
003816,中国广核,4.71,1.95,0.0,0.0,0.0,110418734,51622.9,-0.04,0.76,25,23,新浪,2026-04-28 14:14:28,,25.0
600377,宁沪高速,12.19,1.58,0.0,0.0,0.0,7254862,8799.4,-0.92,0.69,25,23,新浪,2026-04-28 14:14:28,,25.0
002311,海大集团,48.94,5.18,0.0,0.0,0.0,15284836,73868.5,-1.41,0.97,25,23,新浪,2026-04-28 14:14:28,,25.0
603173,福斯达,40.76,5.65,0.0,0.0,0.0,2869000,11261.4,-3.7,0.85,25,23,新浪,2026-04-28 14:14:28,,25.0
603189,网达软件,12.85,3.55,0.0,0.0,0.0,16291692,20579.6,-3.99,0.73,25,23,新浪,2026-04-28 14:14:28,,25.0
603565,中谷物流,10.9,3.71,0.0,0.0,0.0,15682365,16841.9,-7.2,0.67,25,23,新浪,2026-04-28 14:14:28,,25.0
000553,安道麦A,6.27,1.13,0.0,0.0,0.0,6786844,4253.0,0.91,0.78,25,23,新浪,2026-04-28 14:14:28,,25.0
600048,保利发展,6.04,4.5,0.0,0.0,0.0,193484582,116338.5,-1.33,0.9,25,23,新浪,2026-04-28 14:14:28,,25.0
002685,华东重机,8.44,4.71,0.0,0.0,0.0,63300375,52587.8,-0.74,0.52,25,23,新浪,2026-04-28 14:14:28,,25.0
000425,徐工机械,10.05,3.5,0.0,0.0,0.0,99704320,99167.8,-1.6,0.91,25,23,新浪,2026-04-28 14:14:28,,25.0
002948,青岛银行,5.64,1.62,0.0,0.0,0.0,34069576,19087.0,-1.14,0.67,25,23,新浪,2026-04-28 14:14:28,,25.0
600395,盘江股份,5.8,1.58,0.0,0.0,0.0,30770950,17669.8,-1.04,1.0,25,23,新浪,2026-04-28 14:14:28,,25.0
000778,新兴铸管,4.53,2.26,0.0,0.0,0.0,61042668,27442.2,-3.9,1.08,24,22,新浪,2026-04-28 14:14:28,,24.0
002034,旺能环境,17.98,2.22,0.0,0.0,0.0,17076885,29940.0,-3.89,1.16,24,22,新浪,2026-04-28 14:14:28,,24.0
000650,仁和药业,5.71,2.7,0.0,0.0,0.0,25663987,14691.8,-1.8,1.15,24,22,新浪,2026-04-28 14:14:28,,24.0
000968,蓝焰控股,9.05,2.14,0.0,0.0,0.0,45680447,40666.1,-0.74,0.62,23,21,新浪,2026-04-28 14:14:28,,23.0
600033,福建高速,3.63,1.11,0.0,0.0,0.0,16061600,5818.5,-1.05,1.01,23,21,新浪,2026-04-28 14:14:28,,23.0
601881,中国银河,12.68,2.51,0.0,0.0,0.0,62165575,78712.3,-1.45,0.93,23,21,新浪,2026-04-28 14:14:28,,23.0
000153,丰原药业,6.39,1.11,0.0,0.0,0.0,8550882,5452.9,-1.03,1.14,23,21,新浪,2026-04-28 14:14:28,,23.0
002749,国光股份,12.72,1.44,0.0,0.0,0.0,1518721,1918.1,0.16,0.71,23,21,新浪,2026-04-28 14:14:28,,23.0
600428,中远海特,9.02,1.12,0.0,0.0,0.0,30923920,27968.5,-1.15,1.1,23,21,新浪,2026-04-28 14:14:28,,23.0
600020,中原高速,3.77,1.07,0.0,0.0,0.0,9398036,3533.8,-1.53,1.16,23,21,新浪,2026-04-28 14:14:28,,23.0
601198,东兴证券,12.91,1.41,0.0,0.0,0.0,18192451,23539.8,-0.62,1.03,23,21,新浪,2026-04-28 14:14:28,,23.0
600673,东阳光,33.33,2.62,0.0,0.0,0.0,68145135,227607.2,-2.68,0.62,23,21,新浪,2026-04-28 14:14:28,,23.0
601952,苏垦农发,9.82,1.24,0.0,0.0,0.0,13856180,13548.3,-2.51,1.11,23,21,新浪,2026-04-28 14:14:28,,23.0
603601,再升科技,15.4,3.08,0.0,0.0,0.0,209534458,313891.2,-2.16,0.81,23,21,新浪,2026-04-28 14:14:28,,23.0
000723,美锦能源,4.43,1.61,0.0,0.0,0.0,49789400,21781.7,-1.8,1.15,23,21,新浪,2026-04-28 14:14:28,,23.0
001286,陕西能源,11.74,3.07,0.0,0.0,0.0,21188700,24533.4,-1.44,0.6,23,21,新浪,2026-04-28 14:14:28,,23.0
600691,潞化科技,3.3,1.54,0.0,0.0,0.0,54834800,18063.8,-0.12,0.99,23,21,新浪,2026-04-28 14:14:28,,23.0
000157,中联重科,8.1,2.14,0.0,0.0,0.0,82048234,66139.3,-1.25,0.93,23,21,新浪,2026-04-28 14:14:28,,23.0
002984,森麒麟,17.93,3.4,0.0,0.0,0.0,12327765,21748.2,-1.08,0.7,23,21,新浪,2026-04-28 14:14:28,,23.0
001368,通达创智,29.03,2.22,0.0,0.0,0.0,2427400,7082.7,-0.78,0.69,23,21,新浪,2026-04-28 14:14:28,,23.0
600031,三一重工,20.16,3.38,0.0,0.0,0.0,115957511,232701.7,-0.84,0.82,23,21,新浪,2026-04-28 14:14:28,,23.0
001366,播恩集团,15.12,3.21,0.0,0.0,0.0,6722700,10136.7,-0.6,0.44,23,21,新浪,2026-04-28 14:14:28,,23.0
601200,上海环境,8.23,2.24,0.0,0.0,0.0,12308781,10033.6,-0.62,0.73,23,21,新浪,2026-04-28 14:14:28,,23.0
603393,新天然气,34.34,3.19,0.0,0.0,0.0,9331483,31546.2,-0.19,0.76,23,21,新浪,2026-04-28 14:14:28,,23.0
000429,粤高速Ａ,12.82,1.18,0.0,0.0,0.0,4124239,5274.8,-0.44,1.07,23,21,新浪,2026-04-28 14:14:28,,23.0
002416,爱施德,13.51,2.74,0.0,0.0,0.0,34573721,47084.6,-1.73,0.81,23,21,新浪,2026-04-28 14:14:28,,23.0
002318,久立特材,28.9,1.48,0.0,0.0,0.0,18640310,53072.9,-1.1,1.17,23,21,新浪,2026-04-28 14:14:28,,23.0
002761,浙江建投,8.16,2.64,0.0,0.0,0.0,14691000,11927.8,-1.44,0.76,23,21,新浪,2026-04-28 14:14:28,,23.0
603299,苏盐井神,10.97,1.39,0.0,0.0,0.0,7074104,7660.8,-2.89,1.48,22,20,新浪,2026-04-28 14:14:28,,22.0
600191,华资实业,12.87,1.34,0.0,0.0,0.0,4893452,6156.4,-1.49,0.55,22,20,新浪,2026-04-28 14:14:28,,22.0
