代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct
603600,永艺股份,11.81,6.78,6.37,8.56,5.52,256793,30273.5,4.42,6.26,105,105
600148,长春一东,19.0,6.2,5.51,5.86,6.26,82923,15753.6,4.36,5.58,105,105
002748,世龙实业,13.15,6.39,4.59,6.4,8.5,153635,19803.9,5.78,4.58,105,105
