代码,名称,最新价,涨跌幅%,量比,换手率%,振幅%,成交量,成交额(万),ma5_dev%,vol_vs_ma5,score,score_pct,数据源,行情采集时间,adaptive_score,final_score,enrich_score,enrich_notes
002795,永和智控,9.01,3.56,0.0,0.0,0.0,40246624,36341.5,6.59,2.86,67,63,新浪,2026-04-29 23:46:02,104.31818181818183,76.32954545454545,0.0,
002266,浙富控股,5.04,5.88,0.0,0.0,0.0,307140333,150879.7,4.68,2.95,67,63,新浪,2026-04-29 23:46:02,103.86363636363636,76.2159090909091,0.0,
603488,展鹏科技,11.4,4.01,0.0,0.0,0.0,15504593,17573.9,2.89,2.22,65,61,新浪,2026-04-29 23:46:02,102.27272727272727,74.31818181818181,0.0,
002442,龙星科技,6.37,4.6,0.0,0.0,0.0,32159243,20051.3,5.62,3.69,65,61,新浪,2026-04-29 23:46:02,101.36363636363636,74.0909090909091,0.0,
002407,多氟多,35.87,6.25,0.0,0.0,0.0,211676439,741686.8,6.9,1.56,63,60,新浪,2026-04-29 23:46:02,105.0,73.5,0.0,
603045,福达合金,42.44,5.86,0.0,0.0,0.0,7918936,32855.3,6.67,1.52,63,60,新浪,2026-04-29 23:46:02,104.77272727272728,73.44318181818181,0.0,
600099,林海股份,11.52,3.5,0.0,0.0,0.0,7703401,8837.9,0.35,2.7,65,61,新浪,2026-04-29 23:46:02,98.63636363636364,73.4090909090909,0.0,
003026,中晶科技,47.42,4.73,0.0,0.0,0.0,28483249,136839.6,5.97,1.8,63,60,新浪,2026-04-29 23:46:02,104.54545454545455,73.38636363636364,0.0,
000546,金圆股份,7.37,3.66,0.0,0.0,0.0,102207100,74189.6,5.6,1.67,63,60,新浪,2026-04-29 23:46:02,104.0909090909091,73.27272727272728,0.0,
002798,帝欧水华,7.89,3.95,0.0,0.0,0.0,37179677,29024.1,5.17,1.86,63,60,新浪,2026-04-29 23:46:02,103.18181818181819,73.04545454545455,0.0,
603156,养元饮品,35.84,4.73,0.0,0.0,0.0,9887860,34897.1,3.35,1.76,63,60,新浪,2026-04-29 23:46:02,102.72727272727272,72.93181818181819,0.0,
600540,新赛股份,5.07,3.68,0.0,0.0,0.0,20270015,10241.8,2.62,1.63,63,60,新浪,2026-04-29 23:46:02,102.04545454545455,72.76136363636364,0.0,
002340,格林美,9.64,7.95,0.0,0.0,0.0,491011523,458001.6,4.4,2.16,62,59,新浪,2026-04-29 23:46:02,103.63636363636364,72.4090909090909,0.0,
605589,圣泉集团,40.81,7.82,0.0,0.0,0.0,67646559,267513.4,4.09,2.05,62,59,新浪,2026-04-29 23:46:02,103.4090909090909,72.35227272727272,0.0,
002563,森马服饰,6.06,5.94,0.0,0.0,0.0,87352768,52573.8,3.89,2.21,62,59,新浪,2026-04-29 23:46:02,102.5,72.125,0.0,
603136,天目湖,11.16,3.52,0.0,0.0,0.0,15097215,16755.5,4.7,2.92,62,59,新浪,2026-04-29 23:46:02,100.45454545454545,71.61363636363636,0.0,
002963,豪尔赛,17.41,3.75,0.0,0.0,0.0,10045800,17258.0,4.11,1.67,61,58,新浪,2026-04-29 23:46:02,101.81818181818183,71.20454545454545,0.0,
000589,贵州轮胎,5.1,7.82,0.0,0.0,0.0,120129603,60838.2,3.55,3.4,60,57,新浪,2026-04-29 23:46:02,99.54545454545455,69.88636363636364,0.0,
002248,华东数控,12.92,3.61,0.0,0.0,0.0,25088728,32294.9,3.32,2.7,60,57,新浪,2026-04-29 23:46:02,98.4090909090909,69.60227272727272,0.0,
600884,杉杉股份,16.9,7.23,0.0,0.0,0.0,209702748,343386.5,4.9,1.53,58,55,新浪,2026-04-29 23:46:02,102.95454545454545,69.23863636363636,0.0,
000151,中成股份,11.82,5.54,0.0,0.0,0.0,15611204,18234.1,4.72,1.84,58,55,新浪,2026-04-29 23:46:02,101.5909090909091,68.89772727272728,0.0,
600323,瀚蓝环境,32.47,3.64,0.0,0.0,0.0,13470905,43671.9,4.2,1.79,58,55,新浪,2026-04-29 23:46:02,100.68181818181819,68.67045454545455,0.0,
002591,恒大高新,7.6,3.83,0.0,0.0,0.0,12218587,9183.8,2.86,1.52,58,55,新浪,2026-04-29 23:46:02,100.0,68.5,0.0,
000782,恒申新材,7.1,3.5,0.0,0.0,0.0,40773000,28797.3,7.35,3.14,58,55,新浪,2026-04-29 23:46:02,98.86363636363637,68.2159090909091,0.0,
601918,新集能源,9.0,3.45,0.0,0.0,0.0,94065982,83702.3,5.18,1.62,56,53,新浪,2026-04-29 23:46:02,100.22727272727273,67.05681818181819,0.0,
